winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,draculas,75.06,1,Nicolas Claxton,BKN,4.1,3.0,,2025-11-11T12:00:00+00:00
1,draculas,75.06,2,Isaiah Collier,UTA,4.3,4.8,,2025-11-11T12:00:00+00:00
1,draculas,75.06,3,Andrew Nembhard,IND,4.0,3.7,,2025-11-11T12:00:00+00:00
1,draculas,75.06,4,Ace Bailey,UTA,3.4,4.4,,2025-11-11T12:00:00+00:00
1,draculas,75.06,5,Egor Demin,BKN,3.0,4.2,,2025-11-11T12:00:00+00:00
2,kdbreadstickfeet,74.17,1,Nikola Jokic,DEN,8.3,2.0,,2025-11-11T12:00:00+00:00
2,kdbreadstickfeet,74.17,2,Aaron Nesmith,IND,3.4,3.4,,2025-11-11T12:00:00+00:00
2,kdbreadstickfeet,74.17,3,Andrew Nembhard,IND,4.0,3.7,,2025-11-11T12:00:00+00:00
2,kdbreadstickfeet,74.17,4,Isaiah Collier,UTA,4.3,4.4,,2025-11-11T12:00:00+00:00
2,kdbreadstickfeet,74.17,5,Egor Demin,BKN,3.0,4.2,,2025-11-11T12:00:00+00:00
3,rywaiksnis,74.06,1,Ace Bailey,UTA,3.4,5.0,,2025-11-11T12:00:00+00:00
3,rywaiksnis,74.06,2,Kyle Filipowski,UTA,2.6,4.8,,2025-11-11T12:00:00+00:00
3,rywaiksnis,74.06,3,Noah Clowney,BKN,2.9,4.6,,2025-11-11T12:00:00+00:00
3,rywaiksnis,74.06,4,Egor Demin,BKN,3.0,4.4,,2025-11-11T12:00:00+00:00
3,rywaiksnis,74.06,5,Isaiah Collier,UTA,4.3,4.2,,2025-11-11T12:00:00+00:00
4,alvaroheat305,73.43,1,Nikola Jokic,DEN,8.3,2.0,,2025-11-11T12:00:00+00:00
4,alvaroheat305,73.43,2,Svi Mykhailiuk,UTA,4.0,4.5,,2025-11-11T12:00:00+00:00
4,alvaroheat305,73.43,3,Andrew Nembhard,IND,4.0,3.7,,2025-11-11T12:00:00+00:00
4,alvaroheat305,73.43,4,Aaron Nesmith,IND,3.4,3.0,,2025-11-11T12:00:00+00:00
4,alvaroheat305,73.43,5,Ace Bailey,UTA,3.4,4.2,,2025-11-11T12:00:00+00:00
5,dex,73.12,1,Nikola Jokic,DEN,8.3,2.0,,2025-11-11T12:00:00+00:00
5,dex,73.12,2,Andrew Nembhard,IND,4.0,3.9,,2025-11-11T12:00:00+00:00
5,dex,73.12,3,Ace Bailey,UTA,3.4,4.6,,2025-11-11T12:00:00+00:00
5,dex,73.12,4,Noah Clowney,BKN,2.9,4.4,,2025-11-11T12:00:00+00:00
5,dex,73.12,5,Egor Demin,BKN,3.0,4.2,,2025-11-11T12:00:00+00:00
5,cranemadmad,73.12,1,Nikola Jokic,DEN,8.3,2.0,,2025-11-11T12:00:00+00:00
5,cranemadmad,73.12,2,Andrew Nembhard,IND,4.0,3.9,,2025-11-11T12:00:00+00:00
5,cranemadmad,73.12,3,Ace Bailey,UTA,3.4,4.6,,2025-11-11T12:00:00+00:00
5,cranemadmad,73.12,4,Noah Clowney,BKN,2.9,4.4,,2025-11-11T12:00:00+00:00
5,cranemadmad,73.12,5,Egor Demin,BKN,3.0,4.2,,2025-11-11T12:00:00+00:00
7,brianfu,71.88,1,Nikola Jokic,DEN,8.3,2.0,,2025-11-11T12:00:00+00:00
7,brianfu,71.88,2,Russell Westbrook,DEN,3.6,2.8,,2025-11-11T12:00:00+00:00
7,brianfu,71.88,3,Andrew Nembhard,IND,4.0,3.7,,2025-11-11T12:00:00+00:00
7,brianfu,71.88,4,Svi Mykhailiuk,UTA,4.0,4.1,,2025-11-11T12:00:00+00:00
7,brianfu,71.88,5,Ace Bailey,UTA,3.4,4.2,,2025-11-11T12:00:00+00:00
8,foreignsteph,71.44,1,Nikola Jokic,DEN,8.3,2.0,,2025-11-11T12:00:00+00:00
8,foreignsteph,71.44,2,Andrew Nembhard,IND,4.0,3.9,,2025-11-11T12:00:00+00:00
8,foreignsteph,71.44,3,Isaiah Collier,UTA,4.3,4.6,,2025-11-11T12:00:00+00:00
8,foreignsteph,71.44,4,Noah Clowney,BKN,2.9,4.4,,2025-11-11T12:00:00+00:00
8,foreignsteph,71.44,5,Precious Achiuwa,SAC,1.6,4.2,,2025-11-11T12:00:00+00:00
