winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,haniyrg,72.26,1,Maxime Raynaud,SAC,4.7,3.9,,2026-04-03T12:00:00+00:00
1,haniyrg,72.26,2,Cody Williams,UTAH,4.0,4.8,,2026-04-03T12:00:00+00:00
1,haniyrg,72.26,3,Precious Achiuwa,NY,1.9,3.5,,2026-04-03T12:00:00+00:00
1,haniyrg,72.26,4,Jeremiah Fears,CHA,5.3,3.4,,2026-04-03T12:00:00+00:00
1,haniyrg,72.26,5,Kobe Brown,WSH,2.4,4.2,,2026-04-03T12:00:00+00:00
2,efendija27,71.74,1,Max Christie,DAL,2.2,4.3,,2026-04-03T12:00:00+00:00
2,efendija27,71.74,2,Cooper Flagg,DAL,7.3,2.5,,2026-04-03T12:00:00+00:00
2,efendija27,71.74,3,Maxime Raynaud,SAC,4.7,3.5,,2026-04-03T12:00:00+00:00
2,efendija27,71.74,4,Wendell Carter Jr.,ORL,3.6,2.9,,2026-04-03T12:00:00+00:00
2,efendija27,71.74,5,Jeremiah Fears,CHA,5.3,3.2,,2026-04-03T12:00:00+00:00
3,jimmy122,70.65,1,Jeremiah Fears,CHA,5.3,4.0,,2026-04-03T12:00:00+00:00
3,jimmy122,70.65,2,Maxime Raynaud,SAC,4.7,3.7,,2026-04-03T12:00:00+00:00
3,jimmy122,70.65,3,Cooper Flagg,DAL,7.3,2.3,,2026-04-03T12:00:00+00:00
3,jimmy122,70.65,4,Daniel Gafford,DAL,1.8,3.3,,2026-04-03T12:00:00+00:00
3,jimmy122,70.65,5,Desmond Bane,MEM,4.9,1.9,,2026-04-03T12:00:00+00:00
4,e_x_n,70.12,1,Cooper Flagg,DAL,7.3,2.7,,2026-04-03T12:00:00+00:00
4,e_x_n,70.12,2,Cody Williams,UTAH,4.0,4.8,,2026-04-03T12:00:00+00:00
4,e_x_n,70.12,3,Jeremiah Fears,CHA,5.3,3.6,,2026-04-03T12:00:00+00:00
4,e_x_n,70.12,4,Ousmane Dieng,OKC,1.0,4.4,,2026-04-03T12:00:00+00:00
4,e_x_n,70.12,5,Devin Carter,SAC,1.9,4.2,,2026-04-03T12:00:00+00:00
5,cowboyssuck19,68.98,1,Cooper Flagg,DAL,7.3,2.7,,2026-04-03T12:00:00+00:00
5,cowboyssuck19,68.98,2,Maxime Raynaud,SAC,4.7,3.7,,2026-04-03T12:00:00+00:00
5,cowboyssuck19,68.98,3,Jeremiah Fears,CHA,5.3,3.6,,2026-04-03T12:00:00+00:00
5,cowboyssuck19,68.98,4,Derik Queen,NO,2.4,3.0,,2026-04-03T12:00:00+00:00
5,cowboyssuck19,68.98,5,Ryan Nembhard,DAL,1.4,4.2,,2026-04-03T12:00:00+00:00
6,c.a.s.h,68.34,1,Jeremiah Fears,CHA,5.3,4.0,,2026-04-03T12:00:00+00:00
6,c.a.s.h,68.34,2,Reed Sheppard,HOU,2.9,3.1,,2026-04-03T12:00:00+00:00
6,c.a.s.h,68.34,3,Maxime Raynaud,SAC,4.7,3.5,,2026-04-03T12:00:00+00:00
6,c.a.s.h,68.34,4,Cody Williams,UTAH,4.0,4.4,,2026-04-03T12:00:00+00:00
6,c.a.s.h,68.34,5,Ousmane Dieng,OKC,1.0,4.2,,2026-04-03T12:00:00+00:00
7,_maepc,67.57,1,Jeremiah Fears,CHA,5.3,4.0,,2026-04-03T12:00:00+00:00
7,_maepc,67.57,2,Derik Queen,NO,2.4,3.4,,2026-04-03T12:00:00+00:00
7,_maepc,67.57,3,Maxime Raynaud,SAC,4.7,3.5,,2026-04-03T12:00:00+00:00
7,_maepc,67.57,4,Dylan Cardwell,SAC,2.4,4.0,,2026-04-03T12:00:00+00:00
7,_maepc,67.57,5,Nique Clifford,SAC,3.0,4.1,,2026-04-03T12:00:00+00:00
