winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,pens.gram,66.49,1,Jake LaRavia,MEM,5.4,3.6,,2026-03-28T12:00:00.000000+00:00
1,pens.gram,66.49,2,Jaylin Williams,OKC,2.9,4.8,,2026-03-28T12:00:00.000000+00:00
1,pens.gram,66.49,3,Quentin Grimes,PHI,5.0,2.7,,2026-03-28T12:00:00.000000+00:00
1,pens.gram,66.49,4,Isaiah Hartenstein,OKC,4.2,2.8,,2026-03-28T12:00:00.000000+00:00
1,pens.gram,66.49,5,Jaylon Tyson,CLE,2.2,3.7,,2026-03-28T12:00:00.000000+00:00
2,kenzie47,62.24,1,Pelle Larsson,MIA,2.7,5.0,,2026-03-28T12:00:00.000000+00:00
2,kenzie47,62.24,2,Jake LaRavia,MEM,5.4,3.4,,2026-03-28T12:00:00.000000+00:00
2,kenzie47,62.24,3,Marcus Smart,LAL,2.6,4.6,,2026-03-28T12:00:00.000000+00:00
2,kenzie47,62.24,4,Austin Reaves,LAL,4.5,1.4,,2026-03-28T12:00:00.000000+00:00
2,kenzie47,62.24,5,Jaxson Hayes,LAL,3.0,4.2,,2026-03-28T12:00:00.000000+00:00
3,yahimus,61.54,1,Moussa Diabate,CHA,3.2,4.1,,2026-03-28T12:00:00.000000+00:00
3,yahimus,61.54,2,Dyson Daniels,ATL,3.1,3.8,,2026-03-28T12:00:00.000000+00:00
3,yahimus,61.54,3,Kentavious Caldwell-Pope,ORL,1.3,3.8,,2026-03-28T12:00:00.000000+00:00
3,yahimus,61.54,4,Kon Knueppel,CHA,4.3,4.0,,2026-03-28T12:00:00.000000+00:00
3,yahimus,61.54,5,Collin Murray-Boyles,TOR,3.4,4.2,,2026-03-28T12:00:00.000000+00:00
4,breez3y,61.12,1,Donovan Mitchell,CLE,6.0,2.4,,2026-03-28T12:00:00.000000+00:00
4,breez3y,61.12,2,Karl-Anthony Towns,NY,4.3,2.8,,2026-03-28T12:00:00.000000+00:00
4,breez3y,61.12,3,Jaime Jaquez Jr.,MIA,4.0,2.5,,2026-03-28T12:00:00.000000+00:00
4,breez3y,61.12,4,Jaren Jackson Jr.,MEM,3.3,2.9,,2026-03-28T12:00:00.000000+00:00
4,breez3y,61.12,5,Jake LaRavia,MEM,5.4,2.8,,2026-03-28T12:00:00.000000+00:00
