winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,worldhoopin,71.65,1,Stephen Curry,GSW,10.5,2.0,0.2,2025-12-14T00:00:00
1,worldhoopin,71.65,2,Dyson Daniels,ATL,4.8,1.8,1.1,2025-12-14T00:00:00
1,worldhoopin,71.65,3,Donte DiVincenzo,MIN,4.1,1.6,1.3,2025-12-14T00:00:00
1,worldhoopin,71.65,4,Deandre Ayton,POR,4.3,1.4,1.1,2025-12-14T00:00:00
1,worldhoopin,71.65,5,Brandin Podziemski,GSW,4.1,1.2,1.7,2025-12-14T00:00:00
2,pattyh,69.50,1,Stephen Curry,GSW,10.5,2.0,0.2,2025-12-14T00:00:00
2,pattyh,69.50,2,Deni Avdija,POR,3.8,1.8,0.4,2025-12-14T00:00:00
2,pattyh,69.50,3,Shaedon Sharpe,POR,5.6,1.6,1.1,2025-12-14T00:00:00
2,pattyh,69.50,4,Jerami Grant,POR,4.3,1.4,1.1,2025-12-14T00:00:00
2,pattyh,69.50,5,Brandin Podziemski,GSW,4.1,1.2,1.7,2025-12-14T00:00:00
3,marner,68.54,1,Stephen Curry,GSW,10.5,2.0,0.2,2025-12-14T00:00:00
3,marner,68.54,2,Deni Avdija,POR,3.8,1.8,0.4,2025-12-14T00:00:00
3,marner,68.54,3,Shaedon Sharpe,POR,5.6,1.6,1.1,2025-12-14T00:00:00
3,marner,68.54,4,Brandin Podziemski,GSW,4.1,1.4,1.7,2025-12-14T00:00:00
3,marner,68.54,5,Quincy Post,GSW,2.3,1.2,2.8,2025-12-14T00:00:00
4,bigbaiss,68.44,1,Stephen Curry,GSW,10.5,2.0,0.2,2025-12-14T00:00:00
4,bigbaiss,68.44,2,Kon Knueppel,CHA,4.2,1.8,1.0,2025-12-14T00:00:00
4,bigbaiss,68.44,3,Shaedon Sharpe,POR,5.6,1.6,1.1,2025-12-14T00:00:00
4,bigbaiss,68.44,4,Quentin Grimes,DET,2.8,1.4,1.2,2025-12-14T00:00:00
4,bigbaiss,68.44,5,Bones Hyland,LAC,2.7,1.2,3.0,2025-12-14T00:00:00
5,ared02,68.11,1,Stephen Curry,GSW,10.5,2.0,0.2,2025-12-14T00:00:00
5,ared02,68.11,2,Jerami Grant,POR,4.3,1.8,1.1,2025-12-14T00:00:00
5,ared02,68.11,3,Mark Williams,CHA,3.8,1.6,1.2,2025-12-14T00:00:00
5,ared02,68.11,4,Shaedon Sharpe,POR,5.6,1.4,1.1,2025-12-14T00:00:00
5,ared02,68.11,5,Devin Booker,PHX,4.6,1.2,0.5,2025-12-14T00:00:00
6,kevenhkk,67.19,1,Stephen Curry,GSW,10.5,2.0,0.2,2025-12-14T00:00:00
6,kevenhkk,67.19,2,Buddy Hield,GSW,1.8,1.8,3.0,2025-12-14T00:00:00
6,kevenhkk,67.19,3,Draymond Green,GSW,3.3,1.6,1.9,2025-12-14T00:00:00
6,kevenhkk,67.19,4,Shaedon Sharpe,POR,5.6,1.4,1.1,2025-12-14T00:00:00
6,kevenhkk,67.19,5,Jerami Grant,POR,4.3,1.2,1.1,2025-12-14T00:00:00
7,lordford,67.04,1,Stephen Curry,GSW,10.5,2.0,0.2,2025-12-14T00:00:00
7,lordford,67.04,2,Deandre Ayton,POR,4.3,1.8,1.1,2025-12-14T00:00:00
7,lordford,67.04,3,Kon Knueppel,CHA,4.2,1.6,1.0,2025-12-14T00:00:00
7,lordford,67.04,4,Darius Garland,CLE,3.8,1.4,1.4,2025-12-14T00:00:00
7,lordford,67.04,5,Donte DiVincenzo,MIN,4.1,1.2,1.3,2025-12-14T00:00:00
8,forgivemegurt,66.78,1,Stephen Curry,GSW,10.5,2.0,0.2,2025-12-14T00:00:00
8,forgivemegurt,66.78,2,Shaedon Sharpe,POR,5.6,1.8,1.1,2025-12-14T00:00:00
8,forgivemegurt,66.78,3,Moses Moody,GSW,2.2,1.6,1.9,2025-12-14T00:00:00
8,forgivemegurt,66.78,4,Robert Williams III,POR,2.5,1.4,2.8,2025-12-14T00:00:00
8,forgivemegurt,66.78,5,Quincy Post,GSW,2.3,1.2,2.8,2025-12-14T00:00:00
