winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,diaz1013,71.69,1,Giannis Antetokounmpo,MIL,5.2,2.0,,2025-11-10T12:00:00+00:00
1,diaz1013,71.69,2,Anthony Edwards,MIN,5.4,2.4,,2025-11-10T12:00:00+00:00
1,diaz1013,71.69,3,Grayson Allen,PHX,8.7,2.8,,2025-11-10T12:00:00+00:00
1,diaz1013,71.69,4,CJ McCollum,NOP,6.1,3.0,,2025-11-10T12:00:00+00:00
1,diaz1013,71.69,5,Dyson Daniels,ATL,2.3,2.4,,2025-11-10T12:00:00+00:00
2,nathan95,71.22,1,Shaedon Sharpe,POR,3.8,3.5,,2025-11-10T12:00:00+00:00
2,nathan95,71.22,2,Grayson Allen,PHX,8.7,3.0,,2025-11-10T12:00:00+00:00
2,nathan95,71.22,3,Cade Cunningham,DET,8.0,1.9,,2025-11-10T12:00:00+00:00
2,nathan95,71.22,4,Victor Wembanyama,SAS,6.4,1.6,,2025-11-10T12:00:00+00:00
2,nathan95,71.22,5,Giannis Antetokounmpo,MIL,5.2,1.2,,2025-11-10T12:00:00+00:00
3,bigyapi,70.18,1,Luka Doncic,LAL,6.0,2.0,,2025-11-10T12:00:00+00:00
3,bigyapi,70.18,2,Victor Wembanyama,SAS,6.4,2.0,,2025-11-10T12:00:00+00:00
3,bigyapi,70.18,3,Cade Cunningham,DET,8.0,1.9,,2025-11-10T12:00:00+00:00
3,bigyapi,70.18,4,Grayson Allen,PHX,8.7,2.6,,2025-11-10T12:00:00+00:00
3,bigyapi,70.18,5,Paolo Banchero,ORL,4.1,1.8,,2025-11-10T12:00:00+00:00
4,stepincurby,70.01,1,Tre Jones,SAS,4.1,3.2,,2025-11-10T12:00:00+00:00
4,stepincurby,70.01,2,Grayson Allen,PHX,8.7,3.0,,2025-11-10T12:00:00+00:00
4,stepincurby,70.01,3,Anthony Edwards,MIN,5.4,2.2,,2025-11-10T12:00:00+00:00
4,stepincurby,70.01,4,Joakim Nurkic,PHX,2.0,3.7,,2025-11-10T12:00:00+00:00
4,stepincurby,70.01,5,Kevin Huerter,CLE,4.0,2.8,,2025-11-10T12:00:00+00:00
5,giants123fan,69.89,1,Grayson Allen,PHX,8.7,3.2,,2025-11-10T12:00:00+00:00
5,giants123fan,69.89,2,Cooper Flagg,SAS,4.8,3.3,,2025-11-10T12:00:00+00:00
5,giants123fan,69.89,3,Royce O'Neale,NOP,2.7,3.0,,2025-11-10T12:00:00+00:00
5,giants123fan,69.89,4,Kristaps Porzingis,WAS,3.5,2.3,,2025-11-10T12:00:00+00:00
5,giants123fan,69.89,5,Anthony Edwards,MIN,5.4,1.8,,2025-11-10T12:00:00+00:00
6,zmolzan,69.77,1,Donovan Mitchell,CLE,5.2,2.1,,2025-11-10T12:00:00+00:00
6,zmolzan,69.77,2,Cade Cunningham,DET,8.0,2.1,,2025-11-10T12:00:00+00:00
6,zmolzan,69.77,3,Anthony Edwards,MIN,5.4,2.2,,2025-11-10T12:00:00+00:00
6,zmolzan,69.77,4,Grayson Allen,PHX,8.7,2.6,,2025-11-10T12:00:00+00:00
6,zmolzan,69.77,5,Paolo Banchero,ORL,4.1,1.8,,2025-11-10T12:00:00+00:00
7,mehki.sxdler,69.37,1,James Harden,CLE,6.0,2.4,,2025-11-10T12:00:00+00:00
7,mehki.sxdler,69.37,2,Julius Randle,MIN,4.2,2.0,,2025-11-10T12:00:00+00:00
7,mehki.sxdler,69.37,3,Grayson Allen,PHX,8.7,2.8,,2025-11-10T12:00:00+00:00
7,mehki.sxdler,69.37,4,Anthony Edwards,MIN,5.4,2.0,,2025-11-10T12:00:00+00:00
7,mehki.sxdler,69.37,5,Kevin Huerter,CLE,4.0,2.8,,2025-11-10T12:00:00+00:00
