winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,matiszon,62.38,1,Kyle Filipowski,UTA,4.4,3.9,,2026-03-30T00:00:00+00:00
1,matiszon,62.38,2,Matas Buzelis,CHI,4.2,3.1,,2026-03-30T00:00:00+00:00
1,matiszon,62.38,3,Jock Landale,ATL,4.5,3.5,,2026-03-30T00:00:00+00:00
1,matiszon,62.38,4,Precious Achiuwa,SAC,3.0,3.4,,2026-03-30T00:00:00+00:00
1,matiszon,62.38,5,Olivier-Maxence Prosper,MEM,1.6,3.8,,2026-03-30T00:00:00+00:00
2,jtajid,62.07,1,Jalen Johnson,ATL,4.3,2.3,,2026-03-30T00:00:00+00:00
2,jtajid,62.07,2,Nickeil Alexander-Walker,ATL,5.3,2.6,,2026-03-30T00:00:00+00:00
2,jtajid,62.07,3,Kyle Filipowski,UTA,4.4,3.5,,2026-03-30T00:00:00+00:00
2,jtajid,62.07,4,Maxime Raynaud,SAC,2.7,3.3,,2026-03-30T00:00:00+00:00
2,jtajid,62.07,5,Jock Landale,ATL,4.5,3.1,,2026-03-30T00:00:00+00:00
3,r.ng10,60.97,1,Nickeil Alexander-Walker,ATL,5.3,2.8,,2026-03-30T00:00:00+00:00
3,r.ng10,60.97,2,Paul George,PHI,4.3,2.8,,2026-03-30T00:00:00+00:00
3,r.ng10,60.97,3,Jalen Green,PHX,4.7,2.8,,2026-03-30T00:00:00+00:00
3,r.ng10,60.97,4,Kyle Filipowski,UTA,4.4,3.3,,2026-03-30T00:00:00+00:00
3,r.ng10,60.97,5,Olivier-Maxence Prosper,MEM,1.6,3.8,,2026-03-30T00:00:00+00:00
4,seceipseceer,60.42,1,Devin Booker,PHX,4.6,2.5,,2026-03-30T00:00:00+00:00
4,seceipseceer,60.42,2,Matas Buzelis,CHI,4.2,3.1,,2026-03-30T00:00:00+00:00
4,seceipseceer,60.42,3,Nickeil Alexander-Walker,ATL,5.3,2.4,,2026-03-30T00:00:00+00:00
4,seceipseceer,60.42,4,Jock Landale,ATL,4.5,3.3,,2026-03-30T00:00:00+00:00
4,seceipseceer,60.42,5,Maxime Raynaud,SAC,2.7,3.1,,2026-03-30T00:00:00+00:00
