winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,js_05,61.27,1,Kawhi Leonard,LAC,4.3,2.0,0.2,2026-01-10T23:59:00Z
1,js_05,61.27,2,Derrick White,BOS,5.1,1.8,0.6,2026-01-10T23:59:00Z
1,js_05,61.27,3,Ayo Dosunmu,CHI,4.4,1.6,1.5,2026-01-10T23:59:00Z
1,js_05,61.27,4,John Collins,UTA,4.9,1.4,1.8,2026-01-10T23:59:00Z
1,js_05,61.27,5,Paul Reed,PHI,2.5,1.2,3.0,2026-01-10T23:59:00Z
2,0weh,61.23,1,John Collins,UTA,4.9,2.0,1.8,2026-01-10T23:59:00Z
2,0weh,61.23,2,Jaylon Tyson,CLE,3.7,1.8,1.4,2026-01-10T23:59:00Z
2,0weh,61.23,3,Ayo Dosunmu,CHI,4.4,1.6,1.5,2026-01-10T23:59:00Z
2,0weh,61.23,4,Amen Thompson,HOU,2.7,1.4,1.6,2026-01-10T23:59:00Z
2,0weh,61.23,5,Julian Champagnie,SAS,2.9,1.2,1.9,2026-01-10T23:59:00Z
3,tommynuke,60.24,1,Ayo Dosunmu,CHI,4.4,2.0,1.5,2026-01-10T23:59:00Z
3,tommynuke,60.24,2,Naji Marshall,DAL,2.5,1.8,1.6,2026-01-10T23:59:00Z
3,tommynuke,60.24,3,John Collins,UTA,4.9,1.6,1.8,2026-01-10T23:59:00Z
3,tommynuke,60.24,4,Paul Reed,PHI,2.5,1.4,3.0,2026-01-10T23:59:00Z
3,tommynuke,60.24,5,Brice Sensabaugh,IND,2.1,1.2,3.0,2026-01-10T23:59:00Z
4,luhdibby,58.04,1,Nikola Vucevic,CHI,3.3,2.0,0.8,2026-01-10T23:59:00Z
4,luhdibby,58.04,2,Ayo Dosunmu,CHI,4.4,1.8,1.5,2026-01-10T23:59:00Z
4,luhdibby,58.04,3,John Collins,UTA,4.9,1.6,1.8,2026-01-10T23:59:00Z
4,luhdibby,58.04,4,Paul Reed,PHI,2.5,1.4,3.0,2026-01-10T23:59:00Z
4,luhdibby,58.04,5,Walter Clayton Jr.,CHA,1.6,1.2,3.0,2026-01-10T23:59:00Z
5,ariknows,56.09,1,Kawhi Leonard,LAC,4.3,2.0,0.2,2026-01-10T23:59:00Z
5,ariknows,56.09,2,Kon Knueppel,NOP,3.0,1.8,0.9,2026-01-10T23:59:00Z
5,ariknows,56.09,3,John Collins,UTA,4.9,1.6,1.8,2026-01-10T23:59:00Z
5,ariknows,56.09,4,Ayo Dosunmu,CHI,4.4,1.4,1.5,2026-01-10T23:59:00Z
5,ariknows,56.09,5,Julian Champagnie,SAS,2.9,1.2,1.9,2026-01-10T23:59:00Z
6,sper1den,55.57,1,Jaylon Tyson,CLE,3.7,2.0,1.4,2026-01-10T23:59:00Z
6,sper1den,55.57,2,Ayo Dosunmu,CHI,4.4,1.8,1.5,2026-01-10T23:59:00Z
6,sper1den,55.57,3,John Collins,UTA,4.9,1.6,1.8,2026-01-10T23:59:00Z
6,sper1den,55.57,4,Kyle Filipowski,UTA,1.4,1.4,2.4,2026-01-10T23:59:00Z
6,sper1den,55.57,5,Matas Buzelis,CHI,2.5,1.2,1.4,2026-01-10T23:59:00Z
7,wayne1,55.44,1,Ayo Dosunmu,CHI,4.4,2.0,1.5,2026-01-10T23:59:00Z
7,wayne1,55.44,2,Amen Thompson,HOU,2.7,1.8,1.6,2026-01-10T23:59:00Z
7,wayne1,55.44,3,Tyus Jones,PHX,2.7,1.6,1.4,2026-01-10T23:59:00Z
7,wayne1,55.44,4,John Collins,UTA,4.9,1.4,1.8,2026-01-10T23:59:00Z
7,wayne1,55.44,5,Naji Marshall,DAL,2.5,1.2,1.6,2026-01-10T23:59:00Z
8,kawhi09,54.48,1,Donovan Mitchell,CLE,4.7,2.0,0.2,2026-01-10T23:59:00Z
8,kawhi09,54.48,2,Victor Wembanyama,SAS,3.4,1.8,0.3,2026-01-10T23:59:00Z
8,kawhi09,54.48,3,Derrick White,BOS,5.1,1.6,0.6,2026-01-10T23:59:00Z
8,kawhi09,54.48,4,John Collins,UTA,4.9,1.4,1.8,2026-01-10T23:59:00Z
8,kawhi09,54.48,5,Paul Reed,PHI,2.5,1.2,3.0,2026-01-10T23:59:00Z
