winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,hacks,50.42,1,Devin Booker,PHX,4.4,2.3,,2025-11-06T12:00:00+00:00
1,hacks,50.42,2,Bogdan Bogdanovic,PHX,2.2,4.8,,2025-11-06T12:00:00+00:00
1,hacks,50.42,3,Grayson Allen,PHX,3.4,2.9,,2025-11-06T12:00:00+00:00
1,hacks,50.42,4,Ivica Zubac,LAC,3.8,2.5,,2025-11-06T12:00:00+00:00
1,hacks,50.42,5,Cam Christie,LAC,2.4,4.2,,2025-11-06T12:00:00+00:00
2,ausarpc,49.56,1,Devin Booker,PHX,4.4,2.3,,2025-11-06T12:00:00+00:00
2,ausarpc,49.56,2,Ivica Zubac,LAC,3.8,2.9,,2025-11-06T12:00:00+00:00
2,ausarpc,49.56,3,Ryan Dunn,PHX,2.4,3.5,,2025-11-06T12:00:00+00:00
2,ausarpc,49.56,4,Cam Christie,LAC,2.4,4.4,,2025-11-06T12:00:00+00:00
2,ausarpc,49.56,5,Bogdan Bogdanovic,PHX,2.2,4.2,,2025-11-06T12:00:00+00:00
3,complexx,49.07,1,Devin Booker,PHX,4.4,2.3,,2025-11-06T12:00:00+00:00
3,complexx,49.07,2,Royce O'Neale,PHX,2.6,3.3,,2025-11-06T12:00:00+00:00
3,complexx,49.07,3,Ivica Zubac,LAC,3.8,2.7,,2025-11-06T12:00:00+00:00
3,complexx,49.07,4,Bogdan Bogdanovic,PHX,2.2,4.4,,2025-11-06T12:00:00+00:00
3,complexx,49.07,5,Cam Christie,LAC,2.4,4.2,,2025-11-06T12:00:00+00:00
4,flvcko03,48.31,1,Devin Booker,PHX,4.4,2.3,,2025-11-06T12:00:00+00:00
4,flvcko03,48.31,2,Ivica Zubac,LAC,3.8,2.9,,2025-11-06T12:00:00+00:00
4,flvcko03,48.31,3,Grayson Allen,PHX,3.4,2.9,,2025-11-06T12:00:00+00:00
4,flvcko03,48.31,4,Ryan Dunn,PHX,2.4,3.3,,2025-11-06T12:00:00+00:00
4,flvcko03,48.31,5,Bogdan Bogdanovic,PHX,2.2,4.2,,2025-11-06T12:00:00+00:00
5,solarismajor,48.21,1,Devin Booker,PHX,4.4,2.3,,2025-11-06T12:00:00+00:00
5,solarismajor,48.21,2,Ivica Zubac,LAC,3.8,2.9,,2025-11-06T12:00:00+00:00
5,solarismajor,48.21,3,Grayson Allen,PHX,3.4,2.9,,2025-11-06T12:00:00+00:00
5,solarismajor,48.21,4,Bogdan Bogdanovic,PHX,2.2,4.4,,2025-11-06T12:00:00+00:00
5,solarismajor,48.21,5,Kris Dunn,LAC,1.7,4.2,,2025-11-06T12:00:00+00:00
6,rijulj,48.20,1,Devin Booker,PHX,4.4,2.3,,2025-11-06T12:00:00+00:00
6,rijulj,48.20,2,Grayson Allen,PHX,3.4,3.1,,2025-11-06T12:00:00+00:00
6,rijulj,48.20,3,Ivica Zubac,LAC,3.8,2.7,,2025-11-06T12:00:00+00:00
6,rijulj,48.20,4,Bogdan Bogdanovic,PHX,2.2,4.4,,2025-11-06T12:00:00+00:00
6,rijulj,48.20,5,Ryan Dunn,PHX,2.4,3.1,,2025-11-06T12:00:00+00:00
