winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,chillz123,76.11,1,Kel'el Ware,MIA,5.7,2.0,1.2,2025-12-21T00:00:00+00:00
1,chillz123,76.11,2,Trae Young,WAS,5.8,1.8,1.2,2025-12-21T00:00:00+00:00
1,chillz123,76.11,3,Mitchell Robinson,NYK,2.7,1.6,2.1,2025-12-21T00:00:00+00:00
1,chillz123,76.11,4,Matas Buzelis,CHI,5.6,1.4,1.6,2025-12-21T00:00:00+00:00
1,chillz123,76.11,5,Bub Carrington,WAS,3.4,1.2,2.9,2025-12-21T00:00:00+00:00
2,conorfielding,71.84,1,DeMar DeRozan,SAC,5.9,2.0,1.0,2025-12-21T00:00:00+00:00
2,conorfielding,71.84,2,Onyeka Okongwu,ATL,5.1,1.8,1.0,2025-12-21T00:00:00+00:00
2,conorfielding,71.84,3,Kel'el Ware,MIA,5.7,1.6,1.2,2025-12-21T00:00:00+00:00
2,conorfielding,71.84,4,Josh Hart,NYK,3.4,1.4,1.0,2025-12-21T00:00:00+00:00
2,conorfielding,71.84,5,Matas Buzelis,CHI,5.6,1.2,1.6,2025-12-21T00:00:00+00:00
3,waitimgoated67,71.61,1,Trae Young,WAS,5.8,2.0,1.2,2025-12-21T00:00:00+00:00
3,waitimgoated67,71.61,2,Maxime Raynaud,SAC,2.1,1.8,2.7,2025-12-21T00:00:00+00:00
3,waitimgoated67,71.61,3,Tristan Vukcevic,WAS,3.4,1.6,3.0,2025-12-21T00:00:00+00:00
3,waitimgoated67,71.61,4,Bub Carrington,WAS,3.4,1.4,2.9,2025-12-21T00:00:00+00:00
3,waitimgoated67,71.61,5,Tre Johnson,WAS,3.2,1.2,3.0,2025-12-21T00:00:00+00:00
4,marcuspanella,71.34,1,Jalen Brunson,NYK,7.3,2.0,0.2,2025-12-21T00:00:00+00:00
4,marcuspanella,71.34,2,Trae Young,WAS,5.8,1.8,1.2,2025-12-21T00:00:00+00:00
4,marcuspanella,71.34,3,Dennis Schroeder,WAS,5.5,1.6,1.2,2025-12-21T00:00:00+00:00
4,marcuspanella,71.34,4,Bub Carrington,WAS,3.4,1.4,2.9,2025-12-21T00:00:00+00:00
4,marcuspanella,71.34,5,Bones Hyland,MIN,1.9,1.2,3.0,2025-12-21T00:00:00+00:00
5,godfearing,69.82,1,DeMar DeRozan,SAC,5.9,2.0,1.0,2025-12-21T00:00:00+00:00
5,godfearing,69.82,2,Ryan Rollins,SAC,3.1,1.8,0.9,2025-12-21T00:00:00+00:00
5,godfearing,69.82,3,Onyeka Okongwu,ATL,5.1,1.6,1.0,2025-12-21T00:00:00+00:00
5,godfearing,69.82,4,Kel'el Ware,MIA,5.7,1.4,1.2,2025-12-21T00:00:00+00:00
5,godfearing,69.82,5,Matas Buzelis,CHI,5.6,1.2,1.6,2025-12-21T00:00:00+00:00
6,tara,67.17,1,Alperen Sengun,HOU,5.0,2.0,0.3,2025-12-21T00:00:00+00:00
6,tara,67.17,2,Trae Young,WAS,5.8,1.8,1.2,2025-12-21T00:00:00+00:00
6,tara,67.17,3,Rudy Gobert,MIN,3.8,1.6,1.1,2025-12-21T00:00:00+00:00
6,tara,67.17,4,Bub Carrington,WAS,3.4,1.4,2.9,2025-12-21T00:00:00+00:00
6,tara,67.17,5,Tre Johnson,WAS,3.2,1.2,3.0,2025-12-21T00:00:00+00:00
7,relentlessfsb,66.99,1,Trae Young,WAS,5.8,2.0,1.2,2025-12-21T00:00:00+00:00
7,relentlessfsb,66.99,2,Alperen Sengun,HOU,5.0,1.8,0.3,2025-12-21T00:00:00+00:00
7,relentlessfsb,66.99,3,Tristan Vukcevic,WAS,3.4,1.6,3.0,2025-12-21T00:00:00+00:00
7,relentlessfsb,66.99,4,Maxime Raynaud,SAC,2.1,1.4,2.7,2025-12-21T00:00:00+00:00
7,relentlessfsb,66.99,5,Bub Carrington,WAS,3.4,1.2,2.9,2025-12-21T00:00:00+00:00
8,bigcal97,66.87,1,Josh Giddey,CHI,5.5,2.0,0.4,2025-12-21T00:00:00+00:00
8,bigcal97,66.87,2,Jalen Johnson,ATL,6.2,1.8,0.2,2025-12-21T00:00:00+00:00
8,bigcal97,66.87,3,Amen Thompson,HOU,4.6,1.6,0.7,2025-12-21T00:00:00+00:00
8,bigcal97,66.87,4,Matas Buzelis,CHI,5.6,1.4,1.6,2025-12-21T00:00:00+00:00
8,bigcal97,66.87,5,Tristan Vukcevic,WAS,3.4,1.2,3.0,2025-12-21T00:00:00+00:00
