winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,cashnico1017,73.48,1,Cason Wallace,OKC,3.8,2.0,2.3,2025-12-29T00:00:00+00:00
1,cashnico1017,73.48,2,Egor Demin,BKN,3.2,1.8,2.4,2025-12-29T00:00:00+00:00
1,cashnico1017,73.48,3,Tre Johnson,WAS,4.0,1.6,2.7,2025-12-29T00:00:00+00:00
1,cashnico1017,73.48,4,Max Christie,DAL,3.8,1.4,2.4,2025-12-29T00:00:00+00:00
1,cashnico1017,73.48,5,Daniel Gafford,DAL,3.3,1.2,2.5,2025-12-29T00:00:00+00:00
2,fatherzamasu,67.97,1,Shai Gilgeous-Alexander,OKC,6.5,2.0,0.0,2025-12-29T00:00:00+00:00
2,fatherzamasu,67.97,2,Anthony Black,ORL,3.1,1.8,1.3,2025-12-29T00:00:00+00:00
2,fatherzamasu,67.97,3,Tre Johnson,WAS,4.0,1.6,2.7,2025-12-29T00:00:00+00:00
2,fatherzamasu,67.97,4,Spencer Jones,DEN,3.2,1.4,3.0,2025-12-29T00:00:00+00:00
2,fatherzamasu,67.97,5,Caleb Love,POR,3.4,1.2,3.0,2025-12-29T00:00:00+00:00
3,firenicknurse,67.19,1,Anthony Black,ORL,3.1,2.0,1.3,2025-12-29T00:00:00+00:00
3,firenicknurse,67.19,2,Tre Johnson,WAS,4.0,1.8,2.7,2025-12-29T00:00:00+00:00
3,firenicknurse,67.19,3,Caleb Love,POR,3.4,1.6,3.0,2025-12-29T00:00:00+00:00
3,firenicknurse,67.19,4,Oso Ighodaro,PHX,2.3,1.4,3.0,2025-12-29T00:00:00+00:00
3,firenicknurse,67.19,5,Spencer Jones,DEN,3.2,1.2,3.0,2025-12-29T00:00:00+00:00
4,savoretti,64.82,1,Spencer Jones,DEN,3.2,2.0,3.0,2025-12-29T00:00:00+00:00
4,savoretti,64.82,2,Collin Gillespie,PHX,4.7,1.8,1.2,2025-12-29T00:00:00+00:00
4,savoretti,64.82,3,Anthony Black,ORL,3.1,1.6,1.3,2025-12-29T00:00:00+00:00
4,savoretti,64.82,4,Tre Johnson,WAS,4.0,1.4,2.7,2025-12-29T00:00:00+00:00
4,savoretti,64.82,5,Oso Ighodaro,PHX,2.3,1.2,3.0,2025-12-29T00:00:00+00:00
