winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,fire.elias,72.42,1,Nikola Jokic,DEN,6.0,2.0,,2026-03-28T12:00:00.000000+00:00
1,fire.elias,72.42,2,Payton Pritchard,BOS,3.7,2.9,,2026-03-28T12:00:00.000000+00:00
1,fire.elias,72.42,3,Kelly Oubre Jr.,PHI,5.0,3.5,,2026-03-28T12:00:00.000000+00:00
1,fire.elias,72.42,4,Brandin Podziemski,GS,4.6,4.3,,2026-03-28T12:00:00.000000+00:00
1,fire.elias,72.42,5,Jarred Vanderbilt,LAL,2.9,4.2,,2026-03-28T12:00:00.000000+00:00
2,ethan_ae5,68.52,1,Devin Booker,PHX,5.0,2.9,,2026-03-28T12:00:00.000000+00:00
2,ethan_ae5,68.52,2,Amen Thompson,HOU,3.2,4.0,,2026-03-28T12:00:00.000000+00:00
2,ethan_ae5,68.52,3,Shaedon Sharpe,POR,2.3,3.8,,2026-03-28T12:00:00.000000+00:00
2,ethan_ae5,68.52,4,Anfernee Simons,POR,3.4,4.0,,2026-03-28T12:00:00.000000+00:00
2,ethan_ae5,68.52,5,Brandin Podziemski,GS,4.6,4.1,,2026-03-28T12:00:00.000000+00:00
3,chickenmclegs,68.43,1,Paolo Banchero,ORL,4.4,3.3,,2026-03-28T12:00:00.000000+00:00
3,chickenmclegs,68.43,2,Shaedon Sharpe,POR,2.3,4.0,,2026-03-28T12:00:00.000000+00:00
3,chickenmclegs,68.43,3,Amen Thompson,HOU,3.2,3.8,,2026-03-28T12:00:00.000000+00:00
3,chickenmclegs,68.43,4,Anfernee Simons,POR,3.4,4.0,,2026-03-28T12:00:00.000000+00:00
3,chickenmclegs,68.43,5,Brandin Podziemski,GS,4.6,4.1,,2026-03-28T12:00:00.000000+00:00
4,valoisvp,67.42,1,Trae Young,ATL,4.5,3.0,,2026-03-28T12:00:00.000000+00:00
4,valoisvp,67.42,2,Amen Thompson,HOU,3.2,4.0,,2026-03-28T12:00:00.000000+00:00
4,valoisvp,67.42,3,Shaedon Sharpe,POR,2.3,3.8,,2026-03-28T12:00:00.000000+00:00
4,valoisvp,67.42,4,Anfernee Simons,POR,3.4,4.0,,2026-03-28T12:00:00.000000+00:00
4,valoisvp,67.42,5,Brandin Podziemski,GS,4.6,4.1,,2026-03-28T12:00:00.000000+00:00
