winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,threezzy,81.76,1,Kevin Durant,PHX,4.1,2.0,0.5,2026-01-05T23:59:00Z
1,threezzy,81.76,2,Jusuf Nurkic,PHX,4.4,1.8,1.4,2026-01-05T23:59:00Z
1,threezzy,81.76,3,Peyton Watson,DEN,3.9,1.6,1.9,2026-01-05T23:59:00Z
1,threezzy,81.76,4,Collin Murray-Boyles,SAS,5.1,1.4,3.0,2026-01-05T23:59:00Z
1,threezzy,81.76,5,Jalen Pickett,IND,5.0,1.2,3.0,2026-01-05T23:59:00Z
2,kaidvn,80.43,1,Peyton Watson,DEN,3.9,2.0,1.9,2026-01-05T23:59:00Z
2,kaidvn,80.43,2,Jalen Pickett,IND,5.0,1.8,3.0,2026-01-05T23:59:00Z
2,kaidvn,80.43,3,Bruce Brown,TOR,3.6,1.6,2.7,2026-01-05T23:59:00Z
2,kaidvn,80.43,4,Zeke Nnaji,DEN,3.7,1.4,3.0,2026-01-05T23:59:00Z
2,kaidvn,80.43,5,Paul Reed,PHI,2.2,1.2,3.0,2026-01-05T23:59:00Z
3,syder,79.44,1,Peyton Watson,DEN,3.9,2.0,1.9,2026-01-05T23:59:00Z
3,syder,79.44,2,Bruce Brown,TOR,3.6,1.8,2.7,2026-01-05T23:59:00Z
3,syder,79.44,3,Jalen Pickett,IND,5.0,1.6,3.0,2026-01-05T23:59:00Z
3,syder,79.44,4,Zeke Nnaji,DEN,3.7,1.4,3.0,2026-01-05T23:59:00Z
3,syder,79.44,5,Spencer Jones,DEN,2.1,1.2,3.0,2026-01-05T23:59:00Z
3,rodrygo11,79.44,1,Peyton Watson,DEN,3.9,2.0,1.9,2026-01-05T23:59:00Z
3,rodrygo11,79.44,2,Bruce Brown,TOR,3.6,1.8,2.7,2026-01-05T23:59:00Z
3,rodrygo11,79.44,3,Jalen Pickett,IND,5.0,1.6,3.0,2026-01-05T23:59:00Z
3,rodrygo11,79.44,4,Zeke Nnaji,DEN,3.7,1.4,3.0,2026-01-05T23:59:00Z
3,rodrygo11,79.44,5,Spencer Jones,DEN,2.1,1.2,3.0,2026-01-05T23:59:00Z
5,giannisxdame,79.23,1,Jalen Pickett,IND,5.0,2.0,3.0,2026-01-05T23:59:00Z
5,giannisxdame,79.23,2,Bruce Brown,TOR,3.6,1.8,2.7,2026-01-05T23:59:00Z
5,giannisxdame,79.23,3,Spencer Jones,DEN,2.1,1.6,3.0,2026-01-05T23:59:00Z
5,giannisxdame,79.23,4,Peyton Watson,DEN,3.9,1.4,1.9,2026-01-05T23:59:00Z
5,giannisxdame,79.23,5,Zeke Nnaji,DEN,3.7,1.2,3.0,2026-01-05T23:59:00Z
6,salvador1,79.12,1,Peyton Watson,DEN,3.9,2.0,1.9,2026-01-05T23:59:00Z
6,salvador1,79.12,2,Bruce Brown,TOR,3.6,1.8,2.7,2026-01-05T23:59:00Z
6,salvador1,79.12,3,Jalen Pickett,IND,5.0,1.6,3.0,2026-01-05T23:59:00Z
6,salvador1,79.12,4,Spencer Jones,DEN,2.1,1.4,3.0,2026-01-05T23:59:00Z
6,salvador1,79.12,5,Zeke Nnaji,DEN,3.7,1.2,3.0,2026-01-05T23:59:00Z
6,cobywhitenthusiast,79.12,1,Peyton Watson,DEN,3.9,2.0,1.9,2026-01-05T23:59:00Z
6,cobywhitenthusiast,79.12,2,Bruce Brown,TOR,3.6,1.8,2.7,2026-01-05T23:59:00Z
6,cobywhitenthusiast,79.12,3,Jalen Pickett,IND,5.0,1.6,3.0,2026-01-05T23:59:00Z
6,cobywhitenthusiast,79.12,4,Spencer Jones,DEN,2.1,1.4,3.0,2026-01-05T23:59:00Z
6,cobywhitenthusiast,79.12,5,Zeke Nnaji,DEN,3.7,1.2,3.0,2026-01-05T23:59:00Z
8,tyackk,79.11,1,Peyton Watson,DEN,3.9,2.0,1.9,2026-01-05T23:59:00Z
8,tyackk,79.11,2,Jalen Pickett,IND,5.0,1.8,3.0,2026-01-05T23:59:00Z
8,tyackk,79.11,3,Spencer Jones,DEN,2.1,1.6,3.0,2026-01-05T23:59:00Z
8,tyackk,79.11,4,Zeke Nnaji,DEN,3.7,1.4,3.0,2026-01-05T23:59:00Z
8,tyackk,79.11,5,Bruce Brown,TOR,3.6,1.2,2.7,2026-01-05T23:59:00Z
