winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,tokya,81.81,1,Tyler Kolek,NYK,3.9,2.0,3.0,2025-12-23T00:00:00+00:00
1,tokya,81.81,2,Cooper Flagg,DAL,7.9,1.8,0.9,2025-12-23T00:00:00+00:00
1,tokya,81.81,3,Jalen Duren,DET,5.8,1.6,0.7,2025-12-23T00:00:00+00:00
1,tokya,81.81,4,Bones Hyland,LAC,2.5,1.4,3.0,2025-12-23T00:00:00+00:00
1,tokya,81.81,5,Kyle Filipowski,UTA,4.7,1.2,2.3,2025-12-23T00:00:00+00:00
2,lactoselakers,74.24,1,Nikola Jokic,DEN,6.5,2.0,0.0,2025-12-23T00:00:00+00:00
2,lactoselakers,74.24,2,Trae Young,ATL,5.3,1.8,0.8,2025-12-23T00:00:00+00:00
2,lactoselakers,74.24,3,Kyle Filipowski,UTA,4.7,1.6,2.3,2025-12-23T00:00:00+00:00
2,lactoselakers,74.24,4,John Collins,LAL,3.6,1.4,2.1,2025-12-23T00:00:00+00:00
2,lactoselakers,74.24,5,Tyler Kolek,NYK,3.9,1.2,3.0,2025-12-23T00:00:00+00:00
3,markchilton,73.86,1,Nikola Jokic,DEN,6.5,2.0,0.0,2025-12-23T00:00:00+00:00
3,markchilton,73.86,2,Cooper Flagg,DAL,7.9,1.8,0.9,2025-12-23T00:00:00+00:00
3,markchilton,73.86,3,Tyler Kolek,NYK,3.9,1.6,3.0,2025-12-23T00:00:00+00:00
3,markchilton,73.86,4,Kyle Filipowski,UTA,4.7,1.4,2.3,2025-12-23T00:00:00+00:00
3,markchilton,73.86,5,Jordan Clarkson,UTA,1.0,1.2,2.8,2025-12-23T00:00:00+00:00
3,babykee,73.86,1,Nikola Jokic,DEN,6.5,2.0,0.0,2025-12-23T00:00:00+00:00
3,babykee,73.86,2,Cooper Flagg,DAL,7.9,1.8,0.9,2025-12-23T00:00:00+00:00
3,babykee,73.86,3,Tyler Kolek,NYK,3.9,1.6,3.0,2025-12-23T00:00:00+00:00
3,babykee,73.86,4,Kyle Filipowski,UTA,4.7,1.4,2.3,2025-12-23T00:00:00+00:00
3,babykee,73.86,5,Jordan Clarkson,UTA,1.0,1.2,2.8,2025-12-23T00:00:00+00:00
5,lapurple,73.80,1,Nikola Jokic,DEN,6.5,2.0,0.0,2025-12-23T00:00:00+00:00
5,lapurple,73.80,2,Anthony Black,ORL,4.5,1.8,1.6,2025-12-23T00:00:00+00:00
5,lapurple,73.80,3,Moussa Diabate,CHA,3.2,1.6,2.0,2025-12-23T00:00:00+00:00
5,lapurple,73.80,4,Kyle Filipowski,UTA,4.7,1.4,2.3,2025-12-23T00:00:00+00:00
5,lapurple,73.80,5,Tyler Kolek,NYK,3.9,1.2,3.0,2025-12-23T00:00:00+00:00
6,taedenwong,73.27,1,Cam Spencer,MEM,3.7,2.0,1.6,2025-12-23T00:00:00+00:00
6,taedenwong,73.27,2,Kyle Filipowski,UTA,4.7,1.8,2.3,2025-12-23T00:00:00+00:00
6,taedenwong,73.27,3,Tyler Kolek,NYK,3.9,1.6,3.0,2025-12-23T00:00:00+00:00
6,taedenwong,73.27,4,Moussa Diabate,CHA,3.2,1.4,2.0,2025-12-23T00:00:00+00:00
6,taedenwong,73.27,5,Sandro Mamukelashvili,MIL,3.4,1.2,2.2,2025-12-23T00:00:00+00:00
7,mattylock5,73.03,1,Tyler Kolek,NYK,3.9,2.0,3.0,2025-12-23T00:00:00+00:00
7,mattylock5,73.03,2,Taylor Hendricks,UTA,3.3,1.8,3.0,2025-12-23T00:00:00+00:00
7,mattylock5,73.03,3,Kyle Filipowski,UTA,4.7,1.6,2.3,2025-12-23T00:00:00+00:00
7,mattylock5,73.03,4,Cam Spencer,MEM,3.7,1.4,1.6,2025-12-23T00:00:00+00:00
7,mattylock5,73.03,5,Zaccharie Risacher,ATL,2.5,1.2,2.1,2025-12-23T00:00:00+00:00
8,asahicks,72.93,1,Nikola Jokic,DEN,6.5,2.0,0.0,2025-12-23T00:00:00+00:00
8,asahicks,72.93,2,Cam Spencer,MEM,3.7,1.8,1.6,2025-12-23T00:00:00+00:00
8,asahicks,72.93,3,Kyle Filipowski,UTA,4.7,1.6,2.3,2025-12-23T00:00:00+00:00
8,asahicks,72.93,4,Tyler Kolek,NYK,3.9,1.4,3.0,2025-12-23T00:00:00+00:00
8,asahicks,72.93,5,Sandro Mamukelashvili,MIL,3.4,1.2,2.2,2025-12-23T00:00:00+00:00
