winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,marwuuzz,69.67,1,Nickeil Alexander-Walker,ATL,5.9,2.0,1.0,2025-11-30T00:00:00+00:00
1,marwuuzz,69.67,2,Zach Edey,MEM,6.3,1.8,1.2,2025-11-30T00:00:00+00:00
1,marwuuzz,69.67,3,Quentin Grimes,PHI,4.6,1.6,1.3,2025-11-30T00:00:00+00:00
1,marwuuzz,69.67,4,Josh Hart,NYK,4.7,1.4,1.2,2025-11-30T00:00:00+00:00
1,marwuuzz,69.67,5,Devin Vassell,SAS,3.1,1.2,1.3,2025-11-30T00:00:00+00:00
2,coreyswrld,68.87,1,Luka Doncic,LAL,5.9,2.0,0.0,2025-11-30T00:00:00+00:00
2,coreyswrld,68.87,2,Payton Pritchard,BOS,7.4,1.8,0.9,2025-11-30T00:00:00+00:00
2,coreyswrld,68.87,3,Toumani Camara,POR,2.9,1.6,1.7,2025-11-30T00:00:00+00:00
2,coreyswrld,68.87,4,Zach Edey,MEM,6.3,1.4,1.2,2025-11-30T00:00:00+00:00
2,coreyswrld,68.87,5,Josh Hart,NYK,4.7,1.2,1.2,2025-11-30T00:00:00+00:00
3,corbins.left.nut,65.81,1,De'Aaron Fox,SAS,3.9,2.0,0.4,2025-11-30T00:00:00+00:00
3,corbins.left.nut,65.81,2,Payton Pritchard,BOS,7.4,1.8,0.9,2025-11-30T00:00:00+00:00
3,corbins.left.nut,65.81,3,Josh Hart,NYK,4.7,1.6,1.2,2025-11-30T00:00:00+00:00
3,corbins.left.nut,65.81,4,Immanuel Quickley,TOR,3.6,1.4,0.9,2025-11-30T00:00:00+00:00
3,corbins.left.nut,65.81,5,Zach Edey,MEM,6.3,1.2,1.2,2025-11-30T00:00:00+00:00
4,jo0rdan,65.68,1,Payton Pritchard,BOS,7.4,2.0,0.9,2025-11-30T00:00:00+00:00
4,jo0rdan,65.68,2,Quentin Grimes,PHI,4.6,1.8,1.3,2025-11-30T00:00:00+00:00
4,jo0rdan,65.68,3,Nickeil Alexander-Walker,ATL,5.9,1.6,1.0,2025-11-30T00:00:00+00:00
4,jo0rdan,65.68,4,Tyrese Maxey,PHI,5.5,1.4,0.0,2025-11-30T00:00:00+00:00
4,jo0rdan,65.68,5,Luka Doncic,LAL,5.9,1.2,0.0,2025-11-30T00:00:00+00:00
5,bembaloca,64.88,1,Luka Doncic,LAL,5.9,2.0,0.0,2025-11-30T00:00:00+00:00
5,bembaloca,64.88,2,Tyrese Maxey,PHI,5.5,1.8,0.0,2025-11-30T00:00:00+00:00
5,bembaloca,64.88,3,Deni Avdija,POR,6.3,1.6,0.5,2025-11-30T00:00:00+00:00
5,bembaloca,64.88,4,Payton Pritchard,BOS,7.4,1.4,0.9,2025-11-30T00:00:00+00:00
5,bembaloca,64.88,5,Nickeil Alexander-Walker,ATL,5.9,1.2,1.0,2025-11-30T00:00:00+00:00
6,calmcoherence,64.68,1,Nickeil Alexander-Walker,ATL,5.9,2.0,1.0,2025-11-30T00:00:00+00:00
6,calmcoherence,64.68,2,Quentin Grimes,PHI,4.6,1.8,1.3,2025-11-30T00:00:00+00:00
6,calmcoherence,64.68,3,Scottie Barnes,TOR,3.4,1.6,0.4,2025-11-30T00:00:00+00:00
6,calmcoherence,64.68,4,Zach Edey,MEM,6.3,1.4,1.2,2025-11-30T00:00:00+00:00
6,calmcoherence,64.68,5,Deandre Ayton,POR,4.2,1.2,1.1,2025-11-30T00:00:00+00:00
7,ajh12,63.62,1,Luka Doncic,LAL,5.9,2.0,0.0,2025-11-30T00:00:00+00:00
7,ajh12,63.62,2,Jalen Johnson,ATL,6.1,1.8,0.3,2025-11-30T00:00:00+00:00
7,ajh12,63.62,3,Zach Edey,MEM,6.3,1.6,1.2,2025-11-30T00:00:00+00:00
7,ajh12,63.62,4,Josh Hart,NYK,4.7,1.4,1.2,2025-11-30T00:00:00+00:00
7,ajh12,63.62,5,Robert Williams III,TOR,2.2,1.2,3.0,2025-11-30T00:00:00+00:00
8,eduudatuuu,63.26,1,Jalen Johnson,ATL,6.1,2.0,0.3,2025-11-30T00:00:00+00:00
8,eduudatuuu,63.26,2,Deni Avdija,POR,6.3,1.8,0.5,2025-11-30T00:00:00+00:00
8,eduudatuuu,63.26,3,Nickeil Alexander-Walker,ATL,5.9,1.6,1.0,2025-11-30T00:00:00+00:00
8,eduudatuuu,63.26,4,Zach LaVine,SAC,3.1,1.4,1.2,2025-11-30T00:00:00+00:00
8,eduudatuuu,63.26,5,Quentin Grimes,PHI,4.6,1.2,1.3,2025-11-30T00:00:00+00:00
