winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,raxon.owen,73.49,1,Nikola Jokic,DEN,6.7,2.0,0.0,2025-11-21T00:00:00+00:00
1,raxon.owen,73.49,2,Cooper Flagg,NOP,4.5,1.8,1.3,2025-11-21T00:00:00+00:00
1,raxon.owen,73.49,3,Anthony Edwards,MIN,5.9,1.6,0.6,2025-11-21T00:00:00+00:00
1,raxon.owen,73.49,4,Andrew Nembhard,IND,5.0,1.4,1.4,2025-11-21T00:00:00+00:00
1,raxon.owen,73.49,5,Caleb Love,CLE,4.5,1.2,3.0,2025-11-21T00:00:00+00:00
2,luvcaleb,73.04,1,Nikola Jokic,DEN,6.7,2.0,0.0,2025-11-21T00:00:00+00:00
2,luvcaleb,73.04,2,Derik Queen,HOU,4.3,1.8,1.8,2025-11-21T00:00:00+00:00
2,luvcaleb,73.04,3,Jeremiah Fears,OKC,3.9,1.6,1.8,2025-11-21T00:00:00+00:00
2,luvcaleb,73.04,4,Caleb Love,CLE,4.5,1.4,3.0,2025-11-21T00:00:00+00:00
2,luvcaleb,73.04,5,Ace Bailey,UTA,2.6,1.2,3.0,2025-11-21T00:00:00+00:00
3,marcusfartlover,72.88,1,Nikola Jokic,DEN,6.7,2.0,0.0,2025-11-21T00:00:00+00:00
3,marcusfartlover,72.88,2,Donovan Clingan,POR,4.4,1.8,1.3,2025-11-21T00:00:00+00:00
3,marcusfartlover,72.88,3,Andrew Nembhard,IND,5.0,1.6,1.4,2025-11-21T00:00:00+00:00
3,marcusfartlover,72.88,4,Caleb Love,CLE,4.5,1.4,3.0,2025-11-21T00:00:00+00:00
3,marcusfartlover,72.88,5,Ace Bailey,UTA,2.6,1.2,3.0,2025-11-21T00:00:00+00:00
4,vsxggin,70.93,1,Nikola Jokic,DEN,6.7,2.0,0.0,2025-11-21T00:00:00+00:00
4,vsxggin,70.93,2,Derik Queen,HOU,4.3,1.8,1.8,2025-11-21T00:00:00+00:00
4,vsxggin,70.93,3,B. Williams,OKC,2.8,1.6,2.4,2025-11-21T00:00:00+00:00
4,vsxggin,70.93,4,Caleb Love,CLE,4.5,1.4,3.0,2025-11-21T00:00:00+00:00
4,vsxggin,70.93,5,Ace Bailey,UTA,2.6,1.2,3.0,2025-11-21T00:00:00+00:00
5,fadydd,69.53,1,Nikola Jokic,DEN,6.7,2.0,0.0,2025-11-21T00:00:00+00:00
5,fadydd,69.53,2,Michael Porter Jr.,DEN,4.7,1.8,0.6,2025-11-21T00:00:00+00:00
5,fadydd,69.53,3,Collin Gillespie,PHX,3.8,1.6,1.5,2025-11-21T00:00:00+00:00
5,fadydd,69.53,4,Derik Queen,HOU,4.3,1.4,1.8,2025-11-21T00:00:00+00:00
5,fadydd,69.53,5,Caleb Love,CLE,4.5,1.2,3.0,2025-11-21T00:00:00+00:00
6,wckstarz,68.47,1,Nikola Jokic,DEN,6.7,2.0,0.0,2025-11-21T00:00:00+00:00
6,wckstarz,68.47,2,Pelle Larsson,PHX,3.4,1.8,2.3,2025-11-21T00:00:00+00:00
6,wckstarz,68.47,3,Derik Queen,HOU,4.3,1.6,1.8,2025-11-21T00:00:00+00:00
6,wckstarz,68.47,4,Cameron Johnson,BKN,1.7,1.4,2.9,2025-11-21T00:00:00+00:00
6,wckstarz,68.47,5,Caleb Love,CLE,4.5,1.2,3.0,2025-11-21T00:00:00+00:00
7,the.king,68.12,1,Nikola Jokic,DEN,6.7,2.0,0.0,2025-11-21T00:00:00+00:00
7,the.king,68.12,2,Deni Avdija,POR,4.6,1.8,0.5,2025-11-21T00:00:00+00:00
7,the.king,68.12,3,Anthony Edwards,MIN,5.9,1.6,0.6,2025-11-21T00:00:00+00:00
7,the.king,68.12,4,Cooper Flagg,NOP,4.5,1.4,1.3,2025-11-21T00:00:00+00:00
7,the.king,68.12,5,Caleb Love,CLE,4.5,1.2,3.0,2025-11-21T00:00:00+00:00
8,uzis,67.63,1,Stephen Curry,GSW,6.5,2.0,0.2,2025-11-21T00:00:00+00:00
8,uzis,67.63,2,Derik Queen,HOU,4.3,1.8,1.8,2025-11-21T00:00:00+00:00
8,uzis,67.63,3,Max Christie,LAL,3.1,1.6,2.1,2025-11-21T00:00:00+00:00
8,uzis,67.63,4,Cameron Johnson,BKN,1.7,1.4,2.9,2025-11-21T00:00:00+00:00
8,uzis,67.63,5,Caleb Love,CLE,4.5,1.2,3.0,2025-11-21T00:00:00+00:00
