winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,yaplian,66.00,1,John Collins,ATL,3.6,2.0,2.5,2025-11-29T00:00:00+00:00
1,yaplian,66.00,2,Naji Marshall,NOP,3.5,1.8,1.8,2025-11-29T00:00:00+00:00
1,yaplian,66.00,3,Cameron Johnson,BKN,2.2,1.6,2.2,2025-11-29T00:00:00+00:00
1,yaplian,66.00,4,Klay Thompson,DAL,3.7,1.4,3.0,2025-11-29T00:00:00+00:00
1,yaplian,66.00,5,Brandon Williams,NOP,3.7,1.2,2.1,2025-11-29T00:00:00+00:00
2,steven_haj,61.20,1,Klay Thompson,DAL,3.7,2.0,3.0,2025-11-29T00:00:00+00:00
2,steven_haj,61.20,2,John Collins,ATL,3.6,1.8,2.5,2025-11-29T00:00:00+00:00
2,steven_haj,61.20,3,Brandon Williams,NOP,3.7,1.6,2.1,2025-11-29T00:00:00+00:00
2,steven_haj,61.20,4,Ivica Zubac,LAC,3.6,1.4,0.7,2025-11-29T00:00:00+00:00
2,steven_haj,61.20,5,James Harden,CLE,4.4,1.2,0.1,2025-11-29T00:00:00+00:00
3,tomall,60.95,1,Anthony Edwards,MIN,5.7,2.0,0.3,2025-11-29T00:00:00+00:00
3,tomall,60.95,2,Cameron Johnson,BKN,2.2,1.8,2.2,2025-11-29T00:00:00+00:00
3,tomall,60.95,3,John Collins,ATL,3.6,1.6,2.5,2025-11-29T00:00:00+00:00
3,tomall,60.95,4,Jay Huff,GSW,4.2,1.4,2.8,2025-11-29T00:00:00+00:00
3,tomall,60.95,5,Yves Missi,NOP,1.6,1.2,2.9,2025-11-29T00:00:00+00:00
4,shaiofoklahoma,60.66,1,Cooper Flagg,NOP,4.3,2.0,1.1,2025-11-29T00:00:00+00:00
4,shaiofoklahoma,60.66,2,Klay Thompson,DAL,3.7,1.8,3.0,2025-11-29T00:00:00+00:00
4,shaiofoklahoma,60.66,3,Kawhi Leonard,LAC,4.2,1.6,0.4,2025-11-29T00:00:00+00:00
4,shaiofoklahoma,60.66,4,John Collins,ATL,3.6,1.4,2.5,2025-11-29T00:00:00+00:00
4,shaiofoklahoma,60.66,5,Ivica Zubac,LAC,3.6,1.2,0.7,2025-11-29T00:00:00+00:00
5,vincentkramer,60.38,1,Tim Hardaway Jr.,DEN,3.6,2.0,2.4,2025-11-29T00:00:00+00:00
5,vincentkramer,60.38,2,Kris Dunn,LAC,1.2,1.8,2.8,2025-11-29T00:00:00+00:00
5,vincentkramer,60.38,3,Klay Thompson,DAL,3.7,1.6,3.0,2025-11-29T00:00:00+00:00
5,vincentkramer,60.38,4,Jonas Valanciunas,DEN,2.0,1.4,3.0,2025-11-29T00:00:00+00:00
5,vincentkramer,60.38,5,John Collins,ATL,3.6,1.2,2.5,2025-11-29T00:00:00+00:00
6,kaeden__u,60.19,1,Nikola Jokic,DEN,5.1,2.0,0.0,2025-11-29T00:00:00+00:00
6,kaeden__u,60.19,2,Anthony Edwards,MIN,5.7,1.8,0.3,2025-11-29T00:00:00+00:00
6,kaeden__u,60.19,3,Pascal Siakam,IND,5.1,1.6,0.6,2025-11-29T00:00:00+00:00
6,kaeden__u,60.19,4,Jay Huff,GSW,4.2,1.4,2.8,2025-11-29T00:00:00+00:00
6,kaeden__u,60.19,5,T.J. McConnell,IND,2.8,1.2,2.1,2025-11-29T00:00:00+00:00
7,bigwcolt,60.01,1,James Harden,CLE,4.4,2.0,0.1,2025-11-29T00:00:00+00:00
7,bigwcolt,60.01,2,Cooper Flagg,NOP,4.3,1.8,1.1,2025-11-29T00:00:00+00:00
7,bigwcolt,60.01,3,Kawhi Leonard,LAC,4.2,1.6,0.4,2025-11-29T00:00:00+00:00
7,bigwcolt,60.01,4,John Collins,ATL,3.6,1.4,2.5,2025-11-29T00:00:00+00:00
7,bigwcolt,60.01,5,Klay Thompson,DAL,3.7,1.2,3.0,2025-11-29T00:00:00+00:00
8,gabehak123,59.83,1,Cooper Flagg,NOP,4.3,2.0,1.1,2025-11-29T00:00:00+00:00
8,gabehak123,59.83,2,James Harden,CLE,4.4,1.8,0.1,2025-11-29T00:00:00+00:00
8,gabehak123,59.83,3,Ivica Zubac,LAC,3.6,1.6,0.7,2025-11-29T00:00:00+00:00
8,gabehak123,59.83,4,Klay Thompson,DAL,3.7,1.4,3.0,2025-11-29T00:00:00+00:00
8,gabehak123,59.83,5,John Collins,ATL,3.6,1.2,2.5,2025-11-29T00:00:00+00:00
