winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,motorx321,75.35,1,Luka Doncic,DAL,6.6,2.0,,2026-03-28T12:00:00.000000+00:00
1,motorx321,75.35,2,Devin Booker,PHX,6.5,2.3,,2026-03-28T12:00:00.000000+00:00
1,motorx321,75.35,3,Jeremiah Fears,NO,3.7,4.0,,2026-03-28T12:00:00.000000+00:00
1,motorx321,75.35,4,Dyson Daniels,ATL,4.0,4.3,,2026-03-28T12:00:00.000000+00:00
1,motorx321,75.35,5,Jaylon Tyson,CLE,3.7,4.2,,2026-03-28T12:00:00.000000+00:00
2,hayomayo,74.37,1,Jaylon Tyson,CLE,3.7,5.0,,2026-03-28T12:00:00.000000+00:00
2,hayomayo,74.37,2,Dyson Daniels,ATL,4.0,4.7,,2026-03-28T12:00:00.000000+00:00
2,hayomayo,74.37,3,Jaylen Brown,BOS,5.9,2.0,,2026-03-28T12:00:00.000000+00:00
2,hayomayo,74.37,4,Devin Booker,PHX,6.5,1.9,,2026-03-28T12:00:00.000000+00:00
2,hayomayo,74.37,5,Jeremiah Fears,NO,3.7,3.6,,2026-03-28T12:00:00.000000+00:00
3,plushie,67.44,1,Jaylen Brown,BOS,5.9,2.4,,2026-03-28T12:00:00.000000+00:00
3,plushie,67.44,2,Luka Doncic,DAL,6.6,1.8,,2026-03-28T12:00:00.000000+00:00
3,plushie,67.44,3,De'Andre Hunter,ATL,2.9,3.1,,2026-03-28T12:00:00.000000+00:00
3,plushie,67.44,4,Dyson Daniels,ATL,4.0,4.3,,2026-03-28T12:00:00.000000+00:00
3,plushie,67.44,5,Jaylon Tyson,CLE,3.7,4.2,,2026-03-28T12:00:00.000000+00:00
4,e3thqn,67.04,1,De'Andre Hunter,ATL,2.9,3.5,,2026-03-28T12:00:00.000000+00:00
4,e3thqn,67.04,2,Jeremiah Fears,NO,3.7,4.2,,2026-03-28T12:00:00.000000+00:00
4,e3thqn,67.04,3,LaMelo Ball,CHA,2.1,4.3,,2026-03-28T12:00:00.000000+00:00
4,e3thqn,67.04,4,Dyson Daniels,ATL,4.0,4.3,,2026-03-28T12:00:00.000000+00:00
4,e3thqn,67.04,5,Jaylon Tyson,CLE,3.7,4.2,,2026-03-28T12:00:00.000000+00:00
