winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,xobrd,69.66,1,Nikola Jokic,DEN,5.7,2.0,,2025-11-07T12:00:00+00:00
1,xobrd,69.66,2,Anthony Edwards,MIN,5.3,2.7,,2025-11-07T12:00:00+00:00
1,xobrd,69.66,3,Darius Garland,CLE,4.3,4.6,,2025-11-07T12:00:00+00:00
1,xobrd,69.66,4,Kel'el Ware,MIA,1.9,3.4,,2025-11-07T12:00:00+00:00
1,xobrd,69.66,5,Isaiah Hartenstein,OKC,7.3,2.4,,2025-11-07T12:00:00+00:00
2,mk,69.48,1,Anthony Edwards,MIN,5.3,2.9,,2025-11-07T12:00:00+00:00
2,mk,69.48,2,Darius Garland,CLE,4.3,4.8,,2025-11-07T12:00:00+00:00
2,mk,69.48,3,Drew Eubanks,SAC,2.0,4.6,,2025-11-07T12:00:00+00:00
2,mk,69.48,4,Tre Mann,CHA,3.0,4.0,,2025-11-07T12:00:00+00:00
2,mk,69.48,5,Noah Clowney,BKN,2.9,4.2,,2025-11-07T12:00:00+00:00
3,infected,69.27,1,Derrick White,BOS,3.9,3.0,,2025-11-07T12:00:00+00:00
3,infected,69.27,2,Darius Garland,CLE,4.3,4.8,,2025-11-07T12:00:00+00:00
3,infected,69.27,3,Anthony Edwards,MIN,5.3,2.5,,2025-11-07T12:00:00+00:00
3,infected,69.27,4,Desmond Bane,MEM,4.6,3.3,,2025-11-07T12:00:00+00:00
3,infected,69.27,5,Giannis Antetokounmpo,MIL,6.9,1.2,,2025-11-07T12:00:00+00:00
4,astrologies,68.92,1,Giannis Antetokounmpo,MIL,6.9,2.0,,2025-11-07T12:00:00+00:00
4,astrologies,68.92,2,Anthony Edwards,MIN,5.3,2.7,,2025-11-07T12:00:00+00:00
4,astrologies,68.92,3,Isaiah Hartenstein,OKC,7.3,2.8,,2025-11-07T12:00:00+00:00
4,astrologies,68.92,4,Darius Garland,CLE,4.3,4.4,,2025-11-07T12:00:00+00:00
4,astrologies,68.92,5,Buddy Hield,ATL,0.3,4.2,,2025-11-07T12:00:00+00:00
5,mr.composure,68.78,1,Anthony Edwards,MIN,5.3,2.9,,2025-11-07T12:00:00+00:00
5,mr.composure,68.78,2,Giannis Antetokounmpo,MIL,6.9,1.8,,2025-11-07T12:00:00+00:00
5,mr.composure,68.78,3,Darius Garland,CLE,4.3,4.6,,2025-11-07T12:00:00+00:00
5,mr.composure,68.78,4,Jonathan Kuminga,GSW,1.4,2.6,,2025-11-07T12:00:00+00:00
5,mr.composure,68.78,5,Isaiah Hartenstein,OKC,7.3,2.4,,2025-11-07T12:00:00+00:00
6,horoscope,68.36,1,Giannis Antetokounmpo,MIL,6.9,2.0,,2025-11-07T12:00:00+00:00
6,horoscope,68.36,2,Ja Morant,MEM,4.0,2.6,,2025-11-07T12:00:00+00:00
6,horoscope,68.36,3,Anthony Edwards,MIN,5.3,2.5,,2025-11-07T12:00:00+00:00
6,horoscope,68.36,4,Darius Garland,CLE,4.3,4.4,,2025-11-07T12:00:00+00:00
6,horoscope,68.36,5,Anthony Black,ORL,3.2,3.7,,2025-11-07T12:00:00+00:00
