winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,blittzz,84.43,1,Victor Wembanyama,SAS,6.9,2.2,,2026-04-04T12:00:00+00:00
1,blittzz,84.43,2,Julian Champagnie,SAS,3.2,3.7,,2026-04-04T12:00:00+00:00
1,blittzz,84.43,3,Kel'el Ware,MIA,6.8,3.0,,2026-04-04T12:00:00+00:00
1,blittzz,84.43,4,Daniss Jenkins,DET,4.7,3.6,,2026-04-04T12:00:00+00:00
1,blittzz,84.43,5,Will Riley,WAS,4.8,4.2,,2026-04-04T12:00:00+00:00
2,fentsniffer42,82.42,1,Bam Adebayo,MIA,3.1,2.5,,2026-04-04T12:00:00+00:00
2,fentsniffer42,82.42,2,Daniss Jenkins,DET,4.7,4.0,,2026-04-04T12:00:00+00:00
2,fentsniffer42,82.42,3,Kel'el Ware,MIA,6.8,3.0,,2026-04-04T12:00:00+00:00
2,fentsniffer42,82.42,4,Will Riley,WAS,4.8,4.4,,2026-04-04T12:00:00+00:00
2,fentsniffer42,82.42,5,Kasparas Jakucionis,CHI,3.4,4.2,,2026-04-04T12:00:00+00:00
3,jaredmccainking,80.11,1,Nikola Jokic,DEN,7.6,2.0,,2026-04-04T12:00:00+00:00
3,jaredmccainking,80.11,2,Victor Wembanyama,SAS,6.9,2.0,,2026-04-04T12:00:00+00:00
3,jaredmccainking,80.11,3,Daniss Jenkins,DET,4.7,3.8,,2026-04-04T12:00:00+00:00
3,jaredmccainking,80.11,4,Will Riley,WAS,4.8,4.4,,2026-04-04T12:00:00+00:00
3,jaredmccainking,80.11,5,Sharife Cooper,WAS,2.9,4.2,,2026-04-04T12:00:00+00:00
4,benjaminta,79.69,1,Daniss Jenkins,DET,4.7,4.2,,2026-04-04T12:00:00+00:00
4,benjaminta,79.69,2,Paul George,PHI,3.4,2.6,,2026-04-04T12:00:00+00:00
4,benjaminta,79.69,3,Kel'el Ware,MIA,6.8,3.0,,2026-04-04T12:00:00+00:00
4,benjaminta,79.69,4,Will Riley,WAS,4.8,4.4,,2026-04-04T12:00:00+00:00
4,benjaminta,79.69,5,Victor Wembanyama,SAS,6.9,1.4,,2026-04-04T12:00:00+00:00
5,shearapple,79.60,1,Nikola Jokic,DEN,7.6,2.0,,2026-04-04T12:00:00+00:00
5,shearapple,79.60,2,Bam Adebayo,MIA,3.1,2.3,,2026-04-04T12:00:00+00:00
5,shearapple,79.60,3,Kel'el Ware,MIA,6.8,3.0,,2026-04-04T12:00:00+00:00
5,shearapple,79.60,4,Daniss Jenkins,DET,4.7,3.6,,2026-04-04T12:00:00+00:00
5,shearapple,79.60,5,Will Riley,WAS,4.8,4.2,,2026-04-04T12:00:00+00:00
6,thunderhawk35,78.25,1,Nikola Jokic,DEN,7.6,2.0,,2026-04-04T12:00:00+00:00
6,thunderhawk35,78.25,2,Daniss Jenkins,DET,4.7,4.0,,2026-04-04T12:00:00+00:00
6,thunderhawk35,78.25,3,Pelle Larsson,SAS,2.5,3.5,,2026-04-04T12:00:00+00:00
6,thunderhawk35,78.25,4,Will Riley,WAS,4.8,4.4,,2026-04-04T12:00:00+00:00
6,thunderhawk35,78.25,5,Kasparas Jakucionis,CHI,3.4,4.2,,2026-04-04T12:00:00+00:00
7,logan4502,77.38,1,Nikola Jokic,DEN,7.6,2.0,,2026-04-04T12:00:00+00:00
7,logan4502,77.38,2,Victor Wembanyama,SAS,6.9,2.0,,2026-04-04T12:00:00+00:00
7,logan4502,77.38,3,Daniss Jenkins,DET,4.7,3.8,,2026-04-04T12:00:00+00:00
7,logan4502,77.38,4,Julian Champagnie,SAS,3.2,3.3,,2026-04-04T12:00:00+00:00
7,logan4502,77.38,5,Will Riley,WAS,4.8,4.2,,2026-04-04T12:00:00+00:00
7,kozycondones,77.38,1,Nikola Jokic,DEN,7.6,2.0,,2026-04-04T12:00:00+00:00
7,kozycondones,77.38,2,Victor Wembanyama,SAS,6.9,2.0,,2026-04-04T12:00:00+00:00
7,kozycondones,77.38,3,Daniss Jenkins,DET,4.7,3.8,,2026-04-04T12:00:00+00:00
7,kozycondones,77.38,4,Julian Champagnie,SAS,3.2,3.3,,2026-04-04T12:00:00+00:00
7,kozycondones,77.38,5,Will Riley,WAS,4.8,4.2,,2026-04-04T12:00:00+00:00
9,waltfrazier,77.32,1,Nikola Jokic,DEN,7.6,2.0,,2026-04-04T12:00:00+00:00
9,waltfrazier,77.32,2,Victor Wembanyama,SAS,6.9,2.0,,2026-04-04T12:00:00+00:00
9,waltfrazier,77.32,3,Daniss Jenkins,DET,4.7,3.8,,2026-04-04T12:00:00+00:00
9,waltfrazier,77.32,4,Will Riley,WAS,4.8,4.4,,2026-04-04T12:00:00+00:00
9,waltfrazier,77.32,5,Jaden Hardy,DAL,2.3,4.2,,2026-04-04T12:00:00+00:00
9,_certified,77.32,1,Nikola Jokic,DEN,7.6,2.0,,2026-04-04T12:00:00+00:00
9,_certified,77.32,2,Victor Wembanyama,SAS,6.9,2.0,,2026-04-04T12:00:00+00:00
9,_certified,77.32,3,Daniss Jenkins,DET,4.7,3.8,,2026-04-04T12:00:00+00:00
9,_certified,77.32,4,Will Riley,WAS,4.8,4.4,,2026-04-04T12:00:00+00:00
9,_certified,77.32,5,Jaden Hardy,DAL,2.3,4.2,,2026-04-04T12:00:00+00:00
11,pretzel18,77.08,1,Nikola Jokic,DEN,7.6,2.0,,2026-04-04T12:00:00+00:00
11,pretzel18,77.08,2,Victor Wembanyama,SAS,6.9,2.0,,2026-04-04T12:00:00+00:00
11,pretzel18,77.08,3,Julian Champagnie,SAS,3.2,3.5,,2026-04-04T12:00:00+00:00
11,pretzel18,77.08,4,Daniss Jenkins,DET,4.7,3.6,,2026-04-04T12:00:00+00:00
11,pretzel18,77.08,5,Will Riley,WAS,4.8,4.2,,2026-04-04T12:00:00+00:00
12,r3_tistah,76.88,1,Nikola Jokic,DEN,7.6,2.0,,2026-04-04T12:00:00+00:00
12,r3_tistah,76.88,2,Victor Wembanyama,SAS,6.9,2.0,,2026-04-04T12:00:00+00:00
12,r3_tistah,76.88,3,Daniss Jenkins,DET,4.7,3.8,,2026-04-04T12:00:00+00:00
12,r3_tistah,76.88,4,Will Riley,WAS,4.8,4.4,,2026-04-04T12:00:00+00:00
12,r3_tistah,76.88,5,Jamir Watkins,WAS,2.2,4.2,,2026-04-04T12:00:00+00:00
