winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,zmosh,74.15,1,Jonas Valanciunas,WAS,3.8,2.0,3.0,2025-12-31T00:00:00+00:00
1,zmosh,74.15,2,Jalen Johnson,ATL,6.5,1.8,0.2,2025-12-31T00:00:00+00:00
1,zmosh,74.15,3,Scottie Barnes,TOR,5.5,1.6,0.5,2025-12-31T00:00:00+00:00
1,zmosh,74.15,4,Daquan Queen,WAS,2.7,1.4,1.3,2025-12-31T00:00:00+00:00
1,zmosh,74.15,5,Julian Champagnie,SAS,6.5,1.2,2.4,2025-12-31T00:00:00+00:00
2,charles52436,72.78,1,Tre Jones,SAS,4.8,2.0,1.4,2025-12-31T00:00:00+00:00
2,charles52436,72.78,2,Paolo Banchero,ORL,4.6,1.8,0.8,2025-12-31T00:00:00+00:00
2,charles52436,72.78,3,Moussa Diawara,ORL,1.0,1.6,3.0,2025-12-31T00:00:00+00:00
2,charles52436,72.78,4,Jonas Valanciunas,WAS,3.8,1.4,3.0,2025-12-31T00:00:00+00:00
2,charles52436,72.78,5,Julian Champagnie,SAS,6.5,1.2,2.4,2025-12-31T00:00:00+00:00
3,billyfigueroa,70.56,1,Jamal Murray,DEN,3.9,2.0,0.2,2025-12-31T00:00:00+00:00
3,billyfigueroa,70.56,2,Jonas Valanciunas,WAS,3.8,1.8,3.0,2025-12-31T00:00:00+00:00
3,billyfigueroa,70.56,3,Jordan Poole,WAS,3.7,1.6,1.5,2025-12-31T00:00:00+00:00
3,billyfigueroa,70.56,4,Julian Champagnie,SAS,6.5,1.4,2.4,2025-12-31T00:00:00+00:00
3,billyfigueroa,70.56,5,Caleb Love,POR,1.9,1.2,3.0,2025-12-31T00:00:00+00:00
4,myronshulgan,70.05,1,Peyton Watson,DEN,3.0,2.0,2.0,2025-12-31T00:00:00+00:00
4,myronshulgan,70.05,2,Jonas Valanciunas,WAS,3.8,1.8,3.0,2025-12-31T00:00:00+00:00
4,myronshulgan,70.05,3,Daquan Queen,WAS,2.7,1.6,1.3,2025-12-31T00:00:00+00:00
4,myronshulgan,70.05,4,Matas Buzelis,CHI,2.8,1.4,1.6,2025-12-31T00:00:00+00:00
4,myronshulgan,70.05,5,Julian Champagnie,SAS,6.5,1.2,2.4,2025-12-31T00:00:00+00:00
5,lochiehowell,68.25,1,Giannis Antetokounmpo,MIL,4.8,2.0,0.0,2025-12-31T00:00:00+00:00
5,lochiehowell,68.25,2,Jabari Smith Jr.,HOU,2.9,1.8,2.3,2025-12-31T00:00:00+00:00
5,lochiehowell,68.25,3,Julian Champagnie,SAS,6.5,1.6,2.4,2025-12-31T00:00:00+00:00
5,lochiehowell,68.25,4,Jonas Valanciunas,WAS,3.8,1.4,3.0,2025-12-31T00:00:00+00:00
5,lochiehowell,68.25,5,Moussa Diawara,ORL,1.0,1.2,3.0,2025-12-31T00:00:00+00:00
6,mpmmc6,67.63,1,Shai Gilgeous-Alexander,OKC,5.9,2.0,0.0,2025-12-31T00:00:00+00:00
6,mpmmc6,67.63,2,Victor Wembanyama,SAS,4.8,1.8,0.3,2025-12-31T00:00:00+00:00
6,mpmmc6,67.63,3,Matas Buzelis,CHI,2.8,1.6,1.6,2025-12-31T00:00:00+00:00
6,mpmmc6,67.63,4,Tre Jones,SAS,4.8,1.4,1.4,2025-12-31T00:00:00+00:00
6,mpmmc6,67.63,5,Julian Champagnie,SAS,6.5,1.2,2.4,2025-12-31T00:00:00+00:00
7,bigballstheone,65.31,1,Peyton Watson,DEN,3.0,2.0,2.0,2025-12-31T00:00:00+00:00
7,bigballstheone,65.31,2,Isaac Okoro,CLE,4.0,1.8,3.0,2025-12-31T00:00:00+00:00
7,bigballstheone,65.31,3,Miles McBride,NYK,3.6,1.6,1.9,2025-12-31T00:00:00+00:00
7,bigballstheone,65.31,4,Jonas Valanciunas,WAS,3.8,1.4,3.0,2025-12-31T00:00:00+00:00
7,bigballstheone,65.31,5,Mikal Bridges,NYK,2.6,1.2,0.7,2025-12-31T00:00:00+00:00
8,justn,64.07,1,Shai Gilgeous-Alexander,OKC,5.9,2.0,0.0,2025-12-31T00:00:00+00:00
8,justn,64.07,2,Jamal Murray,DEN,3.9,1.8,0.2,2025-12-31T00:00:00+00:00
8,justn,64.07,3,Tre Jones,SAS,4.8,1.6,1.4,2025-12-31T00:00:00+00:00
8,justn,64.07,4,Bilal Coulibaly,WAS,2.0,1.4,2.1,2025-12-31T00:00:00+00:00
8,justn,64.07,5,Julian Champagnie,SAS,6.5,1.2,2.4,2025-12-31T00:00:00+00:00
