winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,spr4tty,85.91,1,Paul George,PHI,7.9,2.9,,2026-04-01T12:00:00+00:00
1,spr4tty,85.91,2,Jared Shead,HOU,3.0,4.4,,2026-04-01T12:00:00+00:00
1,spr4tty,85.91,3,Ousmane Dieng,OKC,5.2,4.6,,2026-04-01T12:00:00+00:00
1,spr4tty,85.91,4,Tuna Vukcevic,TOR,2.4,4.4,,2026-04-01T12:00:00+00:00
1,spr4tty,85.91,5,Kobe Brown,WAS,3.7,4.2,,2026-04-01T12:00:00+00:00
2,joelembiidglazer21,80.21,1,Paul George,PHI,7.9,2.9,,2026-04-01T12:00:00+00:00
2,joelembiidglazer21,80.21,2,Jared Shead,HOU,3.0,4.4,,2026-04-01T12:00:00+00:00
2,joelembiidglazer21,80.21,3,Jose Alvarado,NOP,2.7,4.4,,2026-04-01T12:00:00+00:00
2,joelembiidglazer21,80.21,4,Tuna Vukcevic,TOR,2.4,4.4,,2026-04-01T12:00:00+00:00
2,joelembiidglazer21,80.21,5,Ousmane Dieng,OKC,5.2,4.2,,2026-04-01T12:00:00+00:00
3,gp2_,80.21,1,Paul George,PHI,7.9,2.9,,2026-04-01T12:00:00+00:00
3,gp2_,80.21,2,Jared Shead,HOU,3.0,4.4,,2026-04-01T12:00:00+00:00
3,gp2_,80.21,3,Jose Alvarado,NOP,2.7,4.4,,2026-04-01T12:00:00+00:00
3,gp2_,80.21,4,Tuna Vukcevic,TOR,2.4,4.4,,2026-04-01T12:00:00+00:00
3,gp2_,80.21,5,Ousmane Dieng,OKC,5.2,4.2,,2026-04-01T12:00:00+00:00
4,dbook__1,80.21,1,Paul George,PHI,7.9,2.9,,2026-04-01T12:00:00+00:00
4,dbook__1,80.21,2,Jared Shead,HOU,3.0,4.4,,2026-04-01T12:00:00+00:00
4,dbook__1,80.21,3,Jose Alvarado,NOP,2.7,4.4,,2026-04-01T12:00:00+00:00
4,dbook__1,80.21,4,Tuna Vukcevic,TOR,2.4,4.4,,2026-04-01T12:00:00+00:00
4,dbook__1,80.21,5,Ousmane Dieng,OKC,5.2,4.2,,2026-04-01T12:00:00+00:00
5,animepower,80.03,1,Paul George,PHI,7.9,2.9,,2026-04-01T12:00:00+00:00
5,animepower,80.03,2,Davion Harper,SAC,2.5,3.4,,2026-04-01T12:00:00+00:00
5,animepower,80.03,3,Brice Sensabaugh,TOR,4.1,3.6,,2026-04-01T12:00:00+00:00
5,animepower,80.03,4,Jared Shead,HOU,3.0,4.0,,2026-04-01T12:00:00+00:00
5,animepower,80.03,5,Ousmane Dieng,OKC,5.2,4.2,,2026-04-01T12:00:00+00:00
6,bxhseq,79.69,1,Paul George,PHI,7.9,2.9,,2026-04-01T12:00:00+00:00
6,bxhseq,79.69,2,Kobe Brown,WAS,3.7,4.8,,2026-04-01T12:00:00+00:00
6,bxhseq,79.69,3,Ousmane Dieng,OKC,5.2,4.6,,2026-04-01T12:00:00+00:00
6,bxhseq,79.69,4,Cody Williams,SAC,2.0,4.4,,2026-04-01T12:00:00+00:00
6,bxhseq,79.69,5,Leonard Miller,CHI,1.5,4.2,,2026-04-01T12:00:00+00:00
