winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,chino,66.60,1,Giannis Antetokounmpo,MIL,7.1,2.0,,2026-03-28T12:00:00.000000+00:00
1,chino,66.60,2,Nikola Jokic,DEN,7.5,1.8,,2026-03-28T12:00:00.000000+00:00
1,chino,66.60,3,Jaden McDaniels,MIN,4.3,2.7,,2026-03-28T12:00:00.000000+00:00
1,chino,66.60,4,Donte DiVincenzo,MIN,5.0,2.9,,2026-03-28T12:00:00.000000+00:00
1,chino,66.60,5,Josh Hart,NY,3.0,4.2,,2026-03-28T12:00:00.000000+00:00
2,speded,66.03,1,Nick Smith Jr.,LAL,4.8,5.0,,2026-03-28T12:00:00.000000+00:00
2,speded,66.03,2,Nikola Jokic,DEN,7.5,1.8,,2026-03-28T12:00:00.000000+00:00
2,speded,66.03,3,Giannis Antetokounmpo,MIL,7.1,1.6,,2026-03-28T12:00:00.000000+00:00
2,speded,66.03,4,Rui Hachimura,LAL,3.7,3.0,,2026-03-28T12:00:00.000000+00:00
2,speded,66.03,5,Jake LaRavia,LAL,2.7,2.3,,2026-03-28T12:00:00.000000+00:00
3,huntingaxis37,65.94,1,Giannis Antetokounmpo,MIL,7.1,2.0,,2026-03-28T12:00:00.000000+00:00
3,huntingaxis37,65.94,2,Nikola Jokic,DEN,7.5,1.8,,2026-03-28T12:00:00.000000+00:00
3,huntingaxis37,65.94,3,Karl-Anthony Towns,NY,5.7,2.5,,2026-03-28T12:00:00.000000+00:00
3,huntingaxis37,65.94,4,Deandre Ayton,POR,4.9,2.8,,2026-03-28T12:00:00.000000+00:00
3,huntingaxis37,65.94,5,Rui Hachimura,LAL,3.7,2.8,,2026-03-28T12:00:00.000000+00:00
4,currylenda,65.55,1,Giannis Antetokounmpo,MIL,7.1,2.0,,2026-03-28T12:00:00.000000+00:00
4,currylenda,65.55,2,Karl-Anthony Towns,NY,5.7,2.7,,2026-03-28T12:00:00.000000+00:00
4,currylenda,65.55,3,Jaden McDaniels,MIN,4.3,2.7,,2026-03-28T12:00:00.000000+00:00
4,currylenda,65.55,4,Donte DiVincenzo,MIN,5.0,2.9,,2026-03-28T12:00:00.000000+00:00
4,currylenda,65.55,5,Tari Eason,HOU,2.9,3.4,,2026-03-28T12:00:00.000000+00:00
