winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,totirax,64.1,1,Ayo Dosunmu,MIN,3.2,3.4,,2026-03-26T03:19:33.324128+00:00
1,totirax,64.1,2,Daniss Jenkins,DET,3.6,4.5,,2026-03-26T03:19:33.324128+00:00
1,totirax,64.1,3,Paul Reed,DET,2.9,4.4,,2026-03-26T03:19:33.324128+00:00
1,totirax,64.1,4,Luka Garza,BOS,3.6,4.3,,2026-03-26T03:19:33.324128+00:00
1,totirax,64.1,5,Gary Payton II,GSW,2.1,4.2,,2026-03-26T03:19:33.324128+00:00
2,machado,63.03,1,Ayo Dosunmu,MIN,3.2,3.4,,2026-03-26T03:19:33.324128+00:00
2,machado,63.03,2,Brandin Podziemski,GSW,2.1,3.2,,2026-03-26T03:19:33.324128+00:00
2,machado,63.03,3,Josh Minott,BKN,4.2,4.6,,2026-03-26T03:19:33.324128+00:00
2,machado,63.03,4,Paul Reed,DET,2.9,4.2,,2026-03-26T03:19:33.324128+00:00
2,machado,63.03,5,Daniss Jenkins,DET,3.6,3.9,,2026-03-26T03:19:33.324128+00:00
3,z.brian,62.08,1,Donovan Clingan,POR,5.1,2.9,,2026-03-26T03:19:33.324128+00:00
3,z.brian,62.08,2,Daniss Jenkins,DET,3.6,4.5,,2026-03-26T03:19:33.324128+00:00
3,z.brian,62.08,3,Gary Payton II,GSW,2.1,4.6,,2026-03-26T03:19:33.324128+00:00
3,z.brian,62.08,4,Taylor Hendricks,MEM,2.6,4.4,,2026-03-26T03:19:33.324128+00:00
3,z.brian,62.08,5,Olivier-Maxence Prosper,MEM,2.3,4.2,,2026-03-26T03:19:33.324128+00:00
4,emxka,61.39,1,Daniss Jenkins,DET,3.6,4.7,,2026-03-26T03:19:33.324128+00:00
4,emxka,61.39,2,Chaney Johnson,BKN,2.5,4.7,,2026-03-26T03:19:33.324128+00:00
4,emxka,61.39,3,Luka Garza,BOS,3.6,4.5,,2026-03-26T03:19:33.324128+00:00
4,emxka,61.39,4,Bones Hyland,MIN,1.8,4.4,,2026-03-26T03:19:33.324128+00:00
4,emxka,61.39,5,Gary Payton II,GSW,2.1,4.2,,2026-03-26T03:19:33.324128+00:00
