winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,maryyyy,71.35,1,Nickeil Alexander-Walker,MIN,3.8,2.0,0.9,2026-01-13T23:59:00Z
1,maryyyy,71.35,2,Peyton Watson,DEN,5.4,1.8,1.6,2026-01-13T23:59:00Z
1,maryyyy,71.35,3,De'Anthony Melton,GSW,3.7,1.6,2.5,2026-01-13T23:59:00Z
1,maryyyy,71.35,4,Bones Hyland,LAC,4.0,1.4,3.0,2026-01-13T23:59:00Z
1,maryyyy,71.35,5,Caleb Love,CLE,2.4,1.2,2.6,2026-01-13T23:59:00Z
2,zulan,68.77,1,Jaden McDaniels,MIN,3.9,2.0,1.2,2026-01-13T23:59:00Z
2,zulan,68.77,2,Peyton Watson,DEN,5.4,1.8,1.6,2026-01-13T23:59:00Z
2,zulan,68.77,3,LeBron James,LAL,5.4,1.6,0.5,2026-01-13T23:59:00Z
2,zulan,68.77,4,Caleb Love,CLE,2.4,1.4,2.6,2026-01-13T23:59:00Z
2,zulan,68.77,5,Bones Hyland,LAC,4.0,1.2,3.0,2026-01-13T23:59:00Z
3,calebwilsonoverboozer,68.23,1,Trey Murphy III,NOP,3.8,2.0,0.6,2026-01-13T23:59:00Z
3,calebwilsonoverboozer,68.23,2,Ayo Dosunmu,CHI,1.7,1.8,1.4,2026-01-13T23:59:00Z
3,calebwilsonoverboozer,68.23,3,Tre Jones,SAS,6.6,1.6,1.4,2026-01-13T23:59:00Z
3,calebwilsonoverboozer,68.23,4,Peyton Watson,DEN,5.4,1.4,1.6,2026-01-13T23:59:00Z
3,calebwilsonoverboozer,68.23,5,Bones Hyland,LAC,4.0,1.2,3.0,2026-01-13T23:59:00Z
4,waitimgoated67,67.62,1,Shai Gilgeous-Alexander,OKC,5.0,2.0,0.0,2026-01-13T23:59:00Z
4,waitimgoated67,67.62,2,Peyton Watson,DEN,5.4,1.8,1.6,2026-01-13T23:59:00Z
4,waitimgoated67,67.62,3,Caleb Love,CLE,2.4,1.6,2.6,2026-01-13T23:59:00Z
4,waitimgoated67,67.62,4,Bones Hyland,LAC,4.0,1.4,3.0,2026-01-13T23:59:00Z
4,waitimgoated67,67.62,5,Joan Beringer,SAS,2.7,1.2,3.0,2026-01-13T23:59:00Z
5,marqvvez,66.90,1,Shai Gilgeous-Alexander,OKC,5.0,2.0,0.0,2026-01-13T23:59:00Z
5,marqvvez,66.90,2,Peyton Watson,DEN,5.4,1.8,1.6,2026-01-13T23:59:00Z
5,marqvvez,66.90,3,Caleb Love,CLE,2.4,1.6,2.6,2026-01-13T23:59:00Z
5,marqvvez,66.90,4,Jalen Pickett,IND,2.6,1.4,3.0,2026-01-13T23:59:00Z
5,marqvvez,66.90,5,Bones Hyland,LAC,4.0,1.2,3.0,2026-01-13T23:59:00Z
6,clipperzpmv,66.87,1,Peyton Watson,DEN,5.4,2.0,1.6,2026-01-13T23:59:00Z
6,clipperzpmv,66.87,2,Julian Champagnie,SAS,2.0,1.8,1.9,2026-01-13T23:59:00Z
6,clipperzpmv,66.87,3,Marcus Smart,MEM,3.2,1.6,2.6,2026-01-13T23:59:00Z
6,clipperzpmv,66.87,4,Caleb Love,CLE,2.4,1.4,2.6,2026-01-13T23:59:00Z
6,clipperzpmv,66.87,5,Bones Hyland,LAC,4.0,1.2,3.0,2026-01-13T23:59:00Z
7,briskport,66.71,1,Peyton Watson,DEN,5.4,2.0,1.6,2026-01-13T23:59:00Z
7,briskport,66.71,2,Julian Champagnie,SAS,2.0,1.8,1.9,2026-01-13T23:59:00Z
7,briskport,66.71,3,Caleb Love,CLE,2.4,1.6,2.6,2026-01-13T23:59:00Z
7,briskport,66.71,4,Marcus Smart,MEM,3.2,1.4,2.6,2026-01-13T23:59:00Z
7,briskport,66.71,5,Bones Hyland,LAC,4.0,1.2,3.0,2026-01-13T23:59:00Z
8,77vibesonly,66.33,1,Peyton Watson,DEN,5.4,2.0,1.6,2026-01-13T23:59:00Z
8,77vibesonly,66.33,2,Ayo Dosunmu,CHI,1.7,1.8,1.4,2026-01-13T23:59:00Z
8,77vibesonly,66.33,3,Caleb Love,CLE,2.4,1.6,2.6,2026-01-13T23:59:00Z
8,77vibesonly,66.33,4,De'Anthony Melton,GSW,3.7,1.4,2.5,2026-01-13T23:59:00Z
8,77vibesonly,66.33,5,Bones Hyland,LAC,4.0,1.2,3.0,2026-01-13T23:59:00Z
