winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,yaxellendeborg1,54.83,1,Chris Sale,ATL,5.2,2.0,,2026-04-01T00:00:00+00:00
1,yaxellendeborg1,54.83,2,Kevin Gausman,TOR,6.6,1.8,,2026-04-01T00:00:00+00:00
1,yaxellendeborg1,54.83,3,Giancarlo Stanton,NYY,2.3,3.4,1.8,2026-04-01T00:00:00+00:00
1,yaxellendeborg1,54.83,4,Kyle Tucker,HOU,2.6,3.4,2.0,2026-04-01T00:00:00+00:00
1,yaxellendeborg1,54.83,5,Mookie Betts,LAD,4.2,3.7,2.5,2026-04-01T00:00:00+00:00
2,zachwwe,50.14,1,Robbie Ray,SEA,2.8,2.0,,2026-04-01T00:00:00+00:00
2,zachwwe,50.14,2,Chris Sale,ATL,5.2,1.8,,2026-04-01T00:00:00+00:00
2,zachwwe,50.14,3,Kevin Gausman,TOR,6.6,1.6,,2026-04-01T00:00:00+00:00
2,zachwwe,50.14,4,Kyle Tucker,HOU,2.6,3.4,2.0,2026-04-01T00:00:00+00:00
2,zachwwe,50.14,5,Mookie Betts,LAD,4.2,3.7,2.5,2026-04-01T00:00:00+00:00
3,mhii,48.73,1,Chris Sale,ATL,5.2,2.0,,2026-04-01T00:00:00+00:00
3,mhii,48.73,2,Mookie Betts,LAD,4.2,4.3,2.5,2026-04-01T00:00:00+00:00
3,mhii,48.73,3,Sandy Alcantara,MIA,5.7,1.6,,2026-04-01T00:00:00+00:00
3,mhii,48.73,4,Michael King,SD,4.1,1.4,,2026-04-01T00:00:00+00:00
3,mhii,48.73,5,George Kirby,SEA,4.4,1.2,,2026-04-01T00:00:00+00:00
4,themonopolyman,48.36,1,Kevin Gausman,TOR,6.6,2.0,,2026-04-01T00:00:00+00:00
4,themonopolyman,48.36,2,Chris Sale,ATL,5.2,1.8,,2026-04-01T00:00:00+00:00
4,themonopolyman,48.36,3,Framber Valdez,HOU,3.6,1.6,,2026-04-01T00:00:00+00:00
4,themonopolyman,48.36,4,Mike Trout,LAA,3.2,1.4,,2026-04-01T00:00:00+00:00
4,themonopolyman,48.36,5,Mookie Betts,LAD,4.2,3.7,2.5,2026-04-01T00:00:00+00:00
5,dk,48.32,1,Cam Schlittler,NYY,6.1,2.0,,2026-04-01T00:00:00+00:00
5,dk,48.32,2,Chris Sale,ATL,5.2,1.8,,2026-04-01T00:00:00+00:00
5,dk,48.32,3,Ramón Laureano,ATL,1.2,3.8,,2026-04-01T00:00:00+00:00
5,dk,48.32,4,Mookie Betts,LAD,4.2,3.9,2.5,2026-04-01T00:00:00+00:00
5,dk,48.32,5,Yordan Alvarez,HOU,1.3,4.2,3.0,2026-04-01T00:00:00+00:00
6,hardentherealkingjames,48.05,1,Chris Sale,ATL,5.2,2.0,,2026-04-01T00:00:00+00:00
6,hardentherealkingjames,48.05,2,Cam Schlittler,NYY,6.1,1.8,,2026-04-01T00:00:00+00:00
6,hardentherealkingjames,48.05,3,Kevin Gausman,TOR,6.6,1.6,,2026-04-01T00:00:00+00:00
6,hardentherealkingjames,48.05,4,Shohei Ohtani,LAD,0.1,4.4,3.0,2026-04-01T00:00:00+00:00
6,hardentherealkingjames,48.05,5,Mookie Betts,LAD,4.2,3.7,2.5,2026-04-01T00:00:00+00:00
7,sadphillyfan,47.64,1,Chris Sale,ATL,5.2,2.0,,2026-04-01T00:00:00+00:00
7,sadphillyfan,47.64,2,Kevin Gausman,TOR,6.6,1.8,,2026-04-01T00:00:00+00:00
7,sadphillyfan,47.64,3,Sandy Alcantara,MIA,5.7,1.6,,2026-04-01T00:00:00+00:00
7,sadphillyfan,47.64,4,Shohei Ohtani,LAD,0.1,4.4,3.0,2026-04-01T00:00:00+00:00
7,sadphillyfan,47.64,5,Mookie Betts,LAD,4.2,3.7,2.5,2026-04-01T00:00:00+00:00
8,jdub.8,47.57,1,Cam Schlittler,NYY,6.1,2.0,,2026-04-01T00:00:00+00:00
8,jdub.8,47.57,2,Sandy Alcantara,MIA,5.7,1.8,,2026-04-01T00:00:00+00:00
8,jdub.8,47.57,3,Shohei Ohtani,LAD,0.1,4.6,3.0,2026-04-01T00:00:00+00:00
8,jdub.8,47.57,4,Kyle Tucker,HOU,2.6,3.4,2.0,2026-04-01T00:00:00+00:00
8,jdub.8,47.57,5,Mookie Betts,LAD,4.2,3.7,2.5,2026-04-01T00:00:00+00:00
