winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,bequitoxl,65.50,1,Nikola Jokic,DEN,4.6,2.0,0.0,2025-11-19T00:00:00+00:00
1,bequitoxl,65.50,2,Josh Hart,NYK,3.8,1.8,1.7,2025-11-19T00:00:00+00:00
1,bequitoxl,65.50,3,Luguentz Dort,OKC,2.1,1.6,2.8,2025-11-19T00:00:00+00:00
1,bequitoxl,65.50,4,Cameron Johnson,BKN,2.8,1.4,3.0,2025-11-19T00:00:00+00:00
1,bequitoxl,65.50,5,Peyton Watson,DEN,5.1,1.2,3.0,2025-11-19T00:00:00+00:00
2,darragh_ire,64.45,1,Donovan Clingan,POR,5.2,2.0,1.5,2025-11-19T00:00:00+00:00
2,darragh_ire,64.45,2,Naz Reid,MIN,4.8,1.8,1.5,2025-11-19T00:00:00+00:00
2,darragh_ire,64.45,3,Brandin Podziemski,GSW,2.0,1.6,1.7,2025-11-19T00:00:00+00:00
2,darragh_ire,64.45,4,Josh Hart,NYK,3.8,1.4,1.7,2025-11-19T00:00:00+00:00
2,darragh_ire,64.45,5,Cameron Johnson,BKN,2.8,1.2,3.0,2025-11-19T00:00:00+00:00
3,brewcrew1,62.17,1,Nikola Vucevic,BOS,5.0,2.0,0.8,2025-11-19T00:00:00+00:00
3,brewcrew1,62.17,2,Donovan Clingan,POR,5.2,1.8,1.5,2025-11-19T00:00:00+00:00
3,brewcrew1,62.17,3,Naji Marshall,NOP,3.1,1.6,1.9,2025-11-19T00:00:00+00:00
3,brewcrew1,62.17,4,Max Christie,LAL,1.9,1.4,2.1,2025-11-19T00:00:00+00:00
3,brewcrew1,62.17,5,D'Angelo Russell,MIN,4.1,1.2,2.1,2025-11-19T00:00:00+00:00
4,mistyfog_,61.48,1,Nikola Jokic,DEN,4.6,2.0,0.0,2025-11-19T00:00:00+00:00
4,mistyfog_,61.48,2,B. Williams,OKC,1.5,1.8,2.4,2025-11-19T00:00:00+00:00
4,mistyfog_,61.48,3,Cameron Johnson,BKN,2.8,1.6,3.0,2025-11-19T00:00:00+00:00
4,mistyfog_,61.48,4,Peyton Watson,DEN,5.1,1.4,3.0,2025-11-19T00:00:00+00:00
4,mistyfog_,61.48,5,Bruce Brown,TOR,2.5,1.2,3.0,2025-11-19T00:00:00+00:00
5,phoenx,61.39,1,Andrew Wiggins,GSW,2.9,2.0,1.0,2025-11-19T00:00:00+00:00
5,phoenx,61.39,2,Bruce Brown,TOR,2.5,1.8,3.0,2025-11-19T00:00:00+00:00
5,phoenx,61.39,3,Peyton Watson,DEN,5.1,1.6,3.0,2025-11-19T00:00:00+00:00
5,phoenx,61.39,4,Gary Payton II,POR,2.0,1.4,3.0,2025-11-19T00:00:00+00:00
5,phoenx,61.39,5,Klay Thompson,DAL,1.9,1.2,3.0,2025-11-19T00:00:00+00:00
6,jckub,61.25,1,Donovan Clingan,POR,5.2,2.0,1.5,2025-11-19T00:00:00+00:00
6,jckub,61.25,2,Deni Avdija,POR,5.3,1.8,0.5,2025-11-19T00:00:00+00:00
6,jckub,61.25,3,Mikal Bridges,NYK,3.8,1.6,0.6,2025-11-19T00:00:00+00:00
6,jckub,61.25,4,D'Angelo Russell,MIN,4.1,1.4,2.1,2025-11-19T00:00:00+00:00
6,jckub,61.25,5,Klay Thompson,DAL,1.9,1.2,3.0,2025-11-19T00:00:00+00:00
7,latin,61.18,1,Donovan Clingan,POR,5.2,2.0,1.5,2025-11-19T00:00:00+00:00
7,latin,61.18,2,Nikola Vucevic,BOS,5.0,1.8,0.8,2025-11-19T00:00:00+00:00
7,latin,61.18,3,Mikal Bridges,NYK,3.8,1.6,0.6,2025-11-19T00:00:00+00:00
7,latin,61.18,4,D'Angelo Russell,MIN,4.1,1.4,2.1,2025-11-19T00:00:00+00:00
7,latin,61.18,5,Toumani Camara,POR,2.4,1.2,1.8,2025-11-19T00:00:00+00:00
8,gray,60.64,1,Naz Reid,MIN,4.8,2.0,1.5,2025-11-19T00:00:00+00:00
8,gray,60.64,2,Deni Avdija,POR,5.3,1.8,0.5,2025-11-19T00:00:00+00:00
8,gray,60.64,3,Toumani Camara,POR,2.4,1.6,1.8,2025-11-19T00:00:00+00:00
8,gray,60.64,4,Donovan Clingan,POR,5.2,1.4,1.5,2025-11-19T00:00:00+00:00
8,gray,60.64,5,Kris Murray,POR,2.0,1.2,3.0,2025-11-19T00:00:00+00:00
