winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,vinny17,81.23,1,Jalen Brunson,NYK,6.3,2.6,,2026-03-28T00:00:00.000000+00:00
1,vinny17,81.23,2,Cooper Flagg,DAL,3.7,3.9,,2026-03-28T00:00:00.000000+00:00
1,vinny17,81.23,3,Dylan Harper,CHA,4.8,4.2,,2026-03-28T00:00:00.000000+00:00
1,vinny17,81.23,4,Aaron Nesmith,IND,3.0,4.4,,2026-03-28T00:00:00.000000+00:00
1,vinny17,81.23,5,Deandre Ayton,LAL,4.2,4.0,,2026-03-28T00:00:00.000000+00:00
2,dunnder52,78.74,1,D'Angelo Russell,LAL,4.0,5.0,,2026-03-28T00:00:00.000000+00:00
2,dunnder52,78.74,2,Russell Westbrook,SAC,4.1,4.8,,2026-03-28T00:00:00.000000+00:00
2,dunnder52,78.74,3,Lonzo Ball,CHA,2.3,4.6,,2026-03-28T00:00:00.000000+00:00
2,dunnder52,78.74,4,Rudy Gobert,MIN,3.6,4.4,,2026-03-28T00:00:00.000000+00:00
2,dunnder52,78.74,5,Aaron Nesmith,IND,3.0,4.2,,2026-03-28T00:00:00.000000+00:00
3,yoro005,78.08,1,Giannis Antetokounmpo,MIL,7.7,2.0,,2026-03-28T00:00:00.000000+00:00
3,yoro005,78.08,2,Jaylen Brown,BOS,6.0,3.0,,2026-03-28T00:00:00.000000+00:00
3,yoro005,78.08,3,Anthony Davis,LAL,5.9,2.0,,2026-03-28T00:00:00.000000+00:00
3,yoro005,78.08,4,Deandre Ayton,LAL,4.2,4.2,,2026-03-28T00:00:00.000000+00:00
3,yoro005,78.08,5,Rudy Gobert,MIN,3.6,4.2,,2026-03-28T00:00:00.000000+00:00
4,imcoopedupinflaggshole,77.56,1,Jalen Brunson,NYK,6.3,2.6,,2026-03-28T00:00:00.000000+00:00
4,imcoopedupinflaggshole,77.56,2,Austin Reaves,LAL,8.1,2.0,,2026-03-28T00:00:00.000000+00:00
4,imcoopedupinflaggshole,77.56,3,LaMelo Ball,CHA,7.6,2.0,,2026-03-28T00:00:00.000000+00:00
4,imcoopedupinflaggshole,77.56,4,Cooper Flagg,DAL,3.7,3.5,,2026-03-28T00:00:00.000000+00:00
4,imcoopedupinflaggshole,77.56,5,Deandre Ayton,LAL,4.2,4.0,,2026-03-28T00:00:00.000000+00:00
