winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,kaeden_u,69.05,1,Nikola Jokic,DEN,5.0,2.0,,2026-03-30T00:00:00+00:00
1,kaeden_u,69.05,2,Shai Gilgeous-Alexander,OKC,3.1,1.8,,2026-03-30T00:00:00+00:00
1,kaeden_u,69.05,3,Kobe Brown,MIL,4.2,4.6,,2026-03-30T00:00:00+00:00
1,kaeden_u,69.05,4,Gary Payton II,GSW,2.8,4.3,,2026-03-30T00:00:00+00:00
1,kaeden_u,69.05,5,Gary Trent Jr.,MIL,5.2,4.2,,2026-03-30T00:00:00+00:00
2,coolcarrot,66.55,1,Gary Trent Jr.,MIL,5.2,5.0,,2026-03-30T00:00:00+00:00
2,coolcarrot,66.55,2,Taurean Prince,MIL,3.6,4.8,,2026-03-30T00:00:00+00:00
2,coolcarrot,66.55,3,Ousmane Dieng,MIL,1.1,4.6,,2026-03-30T00:00:00+00:00
2,coolcarrot,66.55,4,AJ Green,MIL,2.6,4.3,,2026-03-30T00:00:00+00:00
2,coolcarrot,66.55,5,Jericho Sims,MIL,1.6,4.2,,2026-03-30T00:00:00+00:00
3,khoichim,66.39,1,Scottie Barnes,TOR,5.7,2.5,,2026-03-30T00:00:00+00:00
3,khoichim,66.39,2,Jayson Tatum,BOS,5.8,2.5,,2026-03-30T00:00:00+00:00
3,khoichim,66.39,3,Brandin Podziemski,GSW,4.0,2.9,,2026-03-30T00:00:00+00:00
3,khoichim,66.39,4,Bub Carrington,WAS,1.1,3.7,,2026-03-30T00:00:00+00:00
3,khoichim,66.39,5,Gary Trent Jr.,MIL,5.2,4.2,,2026-03-30T00:00:00+00:00
4,void_g34382910,65.33,1,AJ Green,MIL,2.6,4.9,,2026-03-30T00:00:00+00:00
4,void_g34382910,65.33,2,Gary Trent Jr.,MIL,5.2,4.8,,2026-03-30T00:00:00+00:00
4,void_g34382910,65.33,3,Jericho Sims,MIL,1.6,4.6,,2026-03-30T00:00:00+00:00
4,void_g34382910,65.33,4,Ousmane Dieng,MIL,1.1,4.4,,2026-03-30T00:00:00+00:00
4,void_g34382910,65.33,5,Taurean Prince,MIL,3.6,4.2,,2026-03-30T00:00:00+00:00
