winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,cremebruleeee,74.07,1,Anthony Edwards,MIN,6.2,2.0,0.4,2025-12-08T00:00:00+00:00
1,cremebruleeee,74.07,2,Andrew Nembhard,IND,5.0,1.8,1.1,2025-12-08T00:00:00+00:00
1,cremebruleeee,74.07,3,Derik Queen,NOP,5.8,1.6,1.6,2025-12-08T00:00:00+00:00
1,cremebruleeee,74.07,4,Dylan Harper,NOP,4.2,1.4,1.7,2025-12-08T00:00:00+00:00
1,cremebruleeee,74.07,5,Julian Champagnie,TOR,3.9,1.2,2.2,2025-12-08T00:00:00+00:00
2,foureightsparks,73.12,1,Russell Westbrook,SAC,5.4,2.0,1.1,2025-12-08T00:00:00+00:00
2,foureightsparks,73.12,2,Derik Queen,NOP,5.8,1.8,1.6,2025-12-08T00:00:00+00:00
2,foureightsparks,73.12,3,Harrison Barnes,SAC,3.4,1.6,1.7,2025-12-08T00:00:00+00:00
2,foureightsparks,73.12,4,Julian Champagnie,TOR,3.9,1.4,2.2,2025-12-08T00:00:00+00:00
2,foureightsparks,73.12,5,Andrew Nembhard,IND,5.0,1.2,1.1,2025-12-08T00:00:00+00:00
3,lsojoe,71.08,1,Anthony Edwards,MIN,6.2,2.0,0.4,2025-12-08T00:00:00+00:00
3,lsojoe,71.08,2,Andrew Nembhard,IND,5.0,1.8,1.1,2025-12-08T00:00:00+00:00
3,lsojoe,71.08,3,Derik Queen,NOP,5.8,1.6,1.6,2025-12-08T00:00:00+00:00
3,lsojoe,71.08,4,Julian Champagnie,TOR,3.9,1.4,2.2,2025-12-08T00:00:00+00:00
3,lsojoe,71.08,5,Jay Huff,IND,2.7,1.2,2.2,2025-12-08T00:00:00+00:00
4,sgafan41,70.86,1,Derik Queen,NOP,5.8,2.0,1.6,2025-12-08T00:00:00+00:00
4,sgafan41,70.86,2,Russell Westbrook,SAC,5.4,1.8,1.1,2025-12-08T00:00:00+00:00
4,sgafan41,70.86,3,Anthony Edwards,MIN,6.2,1.6,0.4,2025-12-08T00:00:00+00:00
4,sgafan41,70.86,4,Jay Huff,IND,2.7,1.4,2.2,2025-12-08T00:00:00+00:00
4,sgafan41,70.86,5,Dylan Harper,NOP,4.2,1.2,1.7,2025-12-08T00:00:00+00:00
5,statmamba,70.47,1,Russell Westbrook,SAC,5.4,2.0,1.1,2025-12-08T00:00:00+00:00
5,statmamba,70.47,2,Andrew Nembhard,IND,5.0,1.8,1.1,2025-12-08T00:00:00+00:00
5,statmamba,70.47,3,Derik Queen,NOP,5.8,1.6,1.6,2025-12-08T00:00:00+00:00
5,statmamba,70.47,4,Bennedict Mathurin,IND,3.4,1.4,1.1,2025-12-08T00:00:00+00:00
5,statmamba,70.47,5,Dylan Harper,NOP,4.2,1.2,1.7,2025-12-08T00:00:00+00:00
6,lukefo,70.07,1,Anthony Edwards,MIN,6.2,2.0,0.4,2025-12-08T00:00:00+00:00
6,lukefo,70.07,2,Derik Queen,NOP,5.8,1.8,1.6,2025-12-08T00:00:00+00:00
6,lukefo,70.07,3,Julian Champagnie,TOR,3.9,1.6,2.2,2025-12-08T00:00:00+00:00
6,lukefo,70.07,4,Bennedict Mathurin,IND,3.4,1.4,1.1,2025-12-08T00:00:00+00:00
6,lukefo,70.07,5,Dylan Harper,NOP,4.2,1.2,1.7,2025-12-08T00:00:00+00:00
7,kamilx,69.65,1,Anthony Edwards,MIN,6.2,2.0,0.4,2025-12-08T00:00:00+00:00
7,kamilx,69.65,2,Russell Westbrook,SAC,5.4,1.8,1.1,2025-12-08T00:00:00+00:00
7,kamilx,69.65,3,Derik Queen,NOP,5.8,1.6,1.6,2025-12-08T00:00:00+00:00
7,kamilx,69.65,4,Jose Alvarado,NOP,2.2,1.4,2.5,2025-12-08T00:00:00+00:00
7,kamilx,69.65,5,Dylan Harper,NOP,4.2,1.2,1.7,2025-12-08T00:00:00+00:00
8,kinghenryfan,69.27,1,Derik Queen,NOP,5.8,2.0,1.6,2025-12-08T00:00:00+00:00
8,kinghenryfan,69.27,2,Bennedict Mathurin,IND,3.4,1.8,1.1,2025-12-08T00:00:00+00:00
8,kinghenryfan,69.27,3,Russell Westbrook,SAC,5.4,1.6,1.1,2025-12-08T00:00:00+00:00
8,kinghenryfan,69.27,4,Mark Williams,CHA,4.4,1.4,1.3,2025-12-08T00:00:00+00:00
8,kinghenryfan,69.27,5,Dylan Harper,NOP,4.2,1.2,1.7,2025-12-08T00:00:00+00:00
