date,player_name,player_id,team,opponent,stat_type,line,direction,projection,edge,confidence,narrative,result,actual_stat
2026-03-23,Nickeil Alexander-Walker,4278039,ATL,MEM,points,20.5,under,18.3,2.2,80,Model projects 18.3 points (under 20.5). Averaging 10.3 points recently vs 20.3 season; Opponent on second night of B2B.,pending,
