date,player_name,player_id,team,opponent,stat_type,line,direction,projection,edge,confidence,narrative,result,actual_stat
2026-03-21,Nickeil Alexander-Walker,4278039,ATL,GS,points,20.5,under,18.3,-2.2,80,Model projects 18.3 points — a 2.2 edge vs the 20.5 season baseline.,pending,
