date,player_name,player_id,team,opponent,stat_type,line,direction,projection,edge,confidence,narrative,result,actual_stat
2026-03-16,Trae Young,4277905,WSH,GS,points,17.5,over,21.4,3.9,80,Model projects 21.4 points — a 3.9 edge vs the 17.5 season baseline.,pending,
