date,player_name,player_id,team,opponent,stat_type,line,direction,projection,edge,confidence,narrative,result,actual_stat
2026-03-17,Russell Westbrook,3468,SAC,SA,points,15.5,over,18.1,2.6,80,Model projects 18.1 points — a 2.6 edge vs the 15.5 season baseline.,pending,
