date,player_name,player_id,team,opponent,stat_type,line,direction,projection,edge,confidence,narrative,result,actual_stat
2026-03-08,Larry Nance Jr.,2580365,CLE,BOS,rebounds,2.5,over,4.3,1.8,80,Model projects 4.3 rebounds — a 1.8 edge vs the 2.5 season baseline at 80% confidence.,miss,0.0
