date,player_name,player_id,team,opponent,stat_type,line,direction,projection,edge,confidence,narrative,result,actual_stat
2026-03-13,Jalen Green,4437244,PHX,TOR,points,15.5,over,17.6,2.1,80,Model projects 17.6 points — a 2.1 edge vs the 15.5 season baseline.,pending,
