date,player_name,player_id,team,opponent,stat_type,line,direction,projection,edge,confidence,narrative,result,actual_stat
2026-03-05,Will Riley,5144126,WSH,UTAH,points,16.5,under,7.9,-8.6,94,UNDER 16.5 points for Will Riley (WSH vs UTAH). Injury upgrade — +3.0 projected minutes. Opponent on second night of a back-to-back. Trending down: 7.9 recent vs 7.9 season. Model projects 7.9 points — a 8.6-pt edge at 94% confidence.,hit,13.0
