player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Tyler Kolek,NYK,491,3.1,3.0,5,1,2025-12-25T00:00:00+00:00
Bones Hyland,LAC,472,2.1,3.0,5,2,2025-12-25T00:00:00+00:00
Spencer Jones,DEN,316,2.2,3.0,5,3,2025-12-25T00:00:00+00:00
Rob Dillingham,MIN,134,0.0,3.0,5,4,2025-12-25T00:00:00+00:00
Mike Conley,MIN,129,0.6,3.0,5,5,2025-12-25T00:00:00+00:00
