player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Brice Sensabaugh,UTA,866,1.3,3.0,5,1,2026-01-04T18:00:00+00:00
Collin Murray-Boyles,TOR,865,1.2,3.0,5,2,2026-01-04T18:00:00+00:00
PJ Hall,GSW,422,1.3,3.0,3,3,2026-01-04T18:00:00+00:00
Will Richard,GSW,275,0.5,3.0,5,4,2026-01-04T18:00:00+00:00
Brook Lopez,MIL,149,0.5,3.0,5,5,2026-01-04T18:00:00+00:00
