player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Caris LeVert,DET,369,2.9,3.0,5,1,2025-11-14T12:00:00+00:00
Javonte Green,DET,284,3.9,3.0,5,2,2025-11-14T12:00:00+00:00
Jordan Clarkson,UTA,252,4.4,3.0,5,3,2025-11-14T12:00:00+00:00
Buddy Hield,GSW,222,0.4,3.0,5,4,2025-11-14T12:00:00+00:00
Noah Clowney,BKN,211,1.9,3.0,5,5,2025-11-14T12:00:00+00:00
