player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Marvin Bagley III,WSH,445,3.6,3.0,5,1,2025-12-01T00:00:00+00:00
Spencer Jones,DEN,207,5.1,3.0,4,2,2025-12-01T00:00:00+00:00
Jaxson Hayes,LAL,184,0.8,3.0,5,3,2025-12-01T00:00:00+00:00
Mouhamed Gueye,ATL,129,0.9,3.0,5,4,2025-12-01T00:00:00+00:00
Oso Ighodaro,PHX,118,0.9,3.0,5,5,2025-12-01T00:00:00+00:00
