player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Gary Payton II,GSW,2500,2.1,3.0,5,1,2026-03-26T03:19:33.324128+00:00
Bones Hyland,MIN,2300,1.8,3.0,4,2,2026-03-26T03:19:33.324128+00:00
Olivier-Maxence Prosper,MEM,1200,2.3,3.0,5,3,2026-03-26T03:19:33.324128+00:00
Taylor Hendricks,MEM,728,2.6,3.0,5,4,2026-03-26T03:19:33.324128+00:00
Nolan Traore,BKN,164,2.1,3.0,5,5,2026-03-26T03:19:33.324128+00:00
