player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Jared McCain,PHI,1800,0.6,3.0,5,1,2025-12-04T00:00:00+00:00
Sam Hauser,BOS,627,1.5,3.0,5,2,2025-12-04T00:00:00+00:00
Justin Champagnie,TOR,510,1.5,3.0,5,3,2025-12-04T00:00:00+00:00
Pat Spencer,GSW,478,2.1,3.0,4,4,2025-12-04T00:00:00+00:00
Danny Wolf,BKN,470,2.3,3.0,5,5,2025-12-04T00:00:00+00:00
