player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Gary Trent Jr.,BOS,2000,1.7,3.0,5,1,2026-04-01T00:00:00+00:00
Ousmane Dieng,MIL,666,3.1,3.0,5,2,2026-04-01T00:00:00+00:00
Nolan Traore,BRK,435,1.1,3.0,5,3,2026-04-01T00:00:00+00:00
Luke Kennard,LAL,368,0.5,3.0,5,4,2026-04-01T00:00:00+00:00
Ja'Kobe Walter,TOR,302,1.4,3.0,5,5,2026-04-01T00:00:00+00:00
