player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Jamaree Bouyea,GSW,354,2.5,3.0,5,1,2025-12-05T00:00:00+00:00
Jaylin Williams,OKC,304,1.4,3.0,5,2,2025-12-05T00:00:00+00:00
Jared McCain,PHI,286,2.4,3.0,5,3,2025-12-05T00:00:00+00:00
Robert Williams III,POR,242,2.7,3.0,5,4,2025-12-05T00:00:00+00:00
Jericho Sims,BOS,231,0.9,3.0,4,5,2025-12-05T00:00:00+00:00
