player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Brandon Williams,DAL,1300,3.1,3.0,5,1,2025-11-12T12:00:00+00:00
Daniss Jenkins,DET,756,4.7,3.0,2,2,2025-11-12T12:00:00+00:00
Caris LeVert,DET,577,3.2,3.0,3,3,2025-11-12T12:00:00+00:00
Tyrese Proctor,CLE,432,1.4,3.0,5,4,2025-11-12T12:00:00+00:00
Javonte Green,DET,386,0.8,3.0,5,5,2025-11-12T12:00:00+00:00
