player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Micah Potter,LAL,671,1.3,3.0,5,1,2026-01-07T18:00:00+00:00
Keon Ellis,SAC,351,1.6,3.0,5,2,2026-01-07T18:00:00+00:00
Dean Wade,CLE,339,0.2,3.0,4,3,2026-01-07T18:00:00+00:00
Precious Achiuwa,TOR,305,1.8,3.0,5,4,2026-01-07T18:00:00+00:00
Jase Richardson,WAS,222,2.5,3.0,5,5,2026-01-07T18:00:00+00:00
