player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Maxime Raynaud,SAC,1800,4.0,3.0,5,1,2025-12-18T00:00:00+00:00
Jaxson Hayes,LAL,1200,2.4,3.0,5,2,2025-12-18T00:00:00+00:00
Ariel Hukporti,NYK,350,1.8,3.0,2,3,2025-12-18T00:00:00+00:00
Branden Carlson,OKC,338,0.7,3.0,5,4,2025-12-18T00:00:00+00:00
Bub Carrington,WSH,253,2.3,3.0,5,5,2025-12-18T00:00:00+00:00
