player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Branden Carlson,UTA,1800,0.8,3.0,5,1,2026-01-09T23:59:00Z
Kenrich Williams,OKC,532,2.9,3.0,5,2,2026-01-09T23:59:00Z
Noah Penda,NOP,460,1.6,3.0,5,3,2026-01-09T23:59:00Z
Zeke Nnaji,DEN,447,1.0,3.0,5,4,2026-01-09T23:59:00Z
Jalen Pickett,IND,193,2.2,3.0,5,5,2026-01-09T23:59:00Z
