player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Ace Bailey,UTA,2300,1.6,3.0,5,1,2025-11-18T00:00:00+00:00
Vince Williams Jr.,MEM,548,3.4,3.0,5,2,2025-11-18T00:00:00+00:00
Jeremy Sochan,SAS,391,1.2,3.0,4,3,2025-11-18T00:00:00+00:00
Bronny James Jr.,LAL,116,0.0,3.0,5,4,2025-11-18T00:00:00+00:00
Dalton Knecht,LAL,108,0.0,3.0,4,5,2025-11-18T00:00:00+00:00
