player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
KJ Simpson,DEN,1200,1.7,3.0,5,1,2025-12-12T00:00:00+00:00
Justin Champagnie,WAS,1100,1.2,3.0,4,2,2025-12-12T00:00:00+00:00
Jared McCain,PHI,1000,0.5,3.0,5,3,2025-12-12T00:00:00+00:00
Bub Carrington,WAS,508,4.6,3.0,5,4,2025-12-12T00:00:00+00:00
Buddy Hield,ATL,292,0.7,3.0,5,5,2025-12-12T00:00:00+00:00
