player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Moussa Cisse,NOP,653,1.6,3.0,5,1,2025-11-17T00:00:00+00:00
Cameron Johnson,BKN,241,2.9,3.0,5,2,2025-11-17T00:00:00+00:00
Bruce Brown,TOR,169,0.2,3.0,5,3,2025-11-17T00:00:00+00:00
Isaac Okoro,CLE,167,0.6,3.0,5,4,2025-11-17T00:00:00+00:00
Peyton Watson,DEN,165,1.3,3.0,5,5,2025-11-17T00:00:00+00:00
