player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Maxime Raynaud,SAC,2500,2.3,3.0,5,1,2025-12-11T00:00:00+00:00
Nique Clifford,SAC,578,-0.1,3.0,5,2,2025-12-11T00:00:00+00:00
Spencer Jones,DEN,364,0.7,3.0,4,3,2025-12-11T00:00:00+00:00
Sam Hauser,BOS,342,0.5,3.0,5,4,2025-12-11T00:00:00+00:00
Bruce Brown,DEN,317,2.3,3.0,5,5,2025-12-11T00:00:00+00:00
