player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
DaRon Holmes II,DEN,900,1.1,3.0,5,1,2026-01-04T00:00:00+00:00
Paul Reed,PHI,717,2.0,3.0,5,2,2026-01-04T00:00:00+00:00
Zeke Nnaji,DEN,96,1.4,3.0,5,3,2026-01-04T00:00:00+00:00
Jaxson Hayes,LAL,96,0.6,3.0,5,4,2026-01-04T00:00:00+00:00
Oso Ighodaro,PHX,78,1.0,3.0,5,5,2026-01-04T00:00:00+00:00
