player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Aaron Nesmith,IND,366,3.0,3.0,5,1,2026-03-28T00:00:00.000000+00:00
Gabe Vincent,LAL,331,0.3,3.0,5,2,2026-03-28T00:00:00.000000+00:00
Rudy Gobert,MIN,319,3.6,3.0,5,3,2026-03-28T00:00:00.000000+00:00
Russell Westbrook,SAC,241,4.1,3.0,5,4,2026-03-28T00:00:00.000000+00:00
Naz Reid,MIN,211,2.6,3.0,5,5,2026-03-28T00:00:00.000000+00:00
