player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Devin Carter,SAC,2200,1.6,3.0,5,1,2026-03-30T00:00:00+00:00
Jordan Clarkson,NYK,726,1.2,3.0,5,2,2026-03-30T00:00:00+00:00
Jevon Carter,ORL,588,0.6,3.0,5,3,2026-03-30T00:00:00+00:00
Goga Bitadze,ORL,250,0.5,3.0,5,4,2026-03-30T00:00:00+00:00
Jamal Cain,IND,246,2.2,3.0,5,5,2026-03-30T00:00:00+00:00
