player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Maxime Raynaud,SAC,1500,1.3,3.0,5,1,2024-12-14T00:00:00
Bub Carrington,WAS,1300,2.0,3.0,5,2,2024-12-14T00:00:00
KJ Simpson,DEN,806,1.2,3.0,5,3,2024-12-14T00:00:00
Jared McCain,PHI,303,1.6,3.0,5,4,2024-12-14T00:00:00
Gary Trent Jr.,MIL,219,1.9,3.0,4,5,2024-12-14T00:00:00
