player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Jalen Pickett,IND,953,2.9,3.0,5,1,2026-01-11T23:59:00Z
Noah Penda,NOP,451,2.3,3.0,5,2,2026-01-11T23:59:00Z
Danny Wolf,ATL,245,2.4,3.0,3,3,2026-01-11T23:59:00Z
Zeke Nnaji,DEN,134,3.7,3.0,5,4,2026-01-11T23:59:00Z
Ja'Kobe Walter,TOR,106,0.3,3.0,5,5,2026-01-11T23:59:00Z
