player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Keaton Wallace,ATL,425,2.7,3.0,2,1,2025-11-08T12:00:00+00:00
Mouhamed Gueye,ATL,331,5.5,3.0,4,2,2025-11-08T12:00:00+00:00
Jared McCain,PHI,248,0.0,3.0,5,3,2025-11-08T12:00:00+00:00
Chris Paul,WAS,228,0.0,3.0,5,4,2025-11-08T12:00:00+00:00
Andrew Nembhard,IND,219,2.1,3.0,5,5,2025-11-08T12:00:00+00:00
