player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Kawhi Leonard,LAC,3900,5.1,3.0,4,1,2026-03-28T00:00:00.000000+00:00
Cooper Flagg,DAL,3400,2.8,3.0,5,2,2026-03-28T00:00:00.000000+00:00
Jarrett Allen,CLE,1400,4.8,3.0,5,3,2026-03-28T00:00:00.000000+00:00
Dyson Daniels,ATL,419,2.0,3.0,5,4,2026-03-28T00:00:00.000000+00:00
Dylan Harper,NOP,149,2.0,3.0,5,5,2026-03-28T00:00:00.000000+00:00
