player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Luka Doncic,DAL,11300,6.7,0.0,1,1,2026-01-12T23:59:00Z
Cooper Flagg,NOP,7800,4.8,0.8,3,2,2026-01-12T23:59:00Z
Tyrese Maxey,PHI,7200,5.8,0.0,1,3,2026-01-12T23:59:00Z
Kon Knueppel,NOP,6500,2.4,0.9,3,4,2026-01-12T23:59:00Z
Donovan Mitchell,CLE,5900,2.8,0.2,2,5,2026-01-12T23:59:00Z
James Harden,LAC,5400,5.6,0.3,2,6,2026-01-12T23:59:00Z
Scottie Barnes,TOR,4300,2.0,0.5,2,7,2026-01-12T23:59:00Z
Derrick White,BOS,4000,2.3,0.6,2,8,2026-01-12T23:59:00Z
LaMelo Ball,CHA,3500,3.6,0.5,3,9,2026-01-12T23:59:00Z
LeBron James,LAL,3400,2.6,0.4,2,10,2026-01-12T23:59:00Z
Collin Murray-Boyles,SAS,3400,3.0,2.6,5,11,2026-01-12T23:59:00Z
Payton Pritchard,BOS,3300,4.1,0.8,1,12,2026-01-12T23:59:00Z
Keyonte George,UTA,3000,5.0,0.5,3,13,2026-01-12T23:59:00Z
Michael Porter Jr.,DEN,3000,3.5,0.4,2,14,2026-01-12T23:59:00Z
