player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Luka Doncic,LAL,14900,3.4,0.0,1,1,2025-11-08T12:00:00+00:00
Nikola Jokic,DEN,12400,5.7,0.0,1,2,2025-11-08T12:00:00+00:00
Victor Wembanyama,SAS,10400,3.9,0.2,2,3,2025-11-08T12:00:00+00:00
Tyrese Maxey,PHI,7100,4.8,0.0,3,4,2025-11-08T12:00:00+00:00
Josh Giddey,CHI,5700,3.5,0.2,3,5,2025-11-08T12:00:00+00:00
Devin Booker,PHX,5500,3.7,0.3,2,6,2025-11-08T12:00:00+00:00
Donovan Mitchell,CLE,5000,4.0,0.1,4,7,2025-11-08T12:00:00+00:00
Cooper Flagg,DAL,3500,2.5,1.6,5,8,2025-11-08T12:00:00+00:00
James Harden,CLE,3500,3.0,0.4,3,9,2025-11-08T12:00:00+00:00
Deni Avdija,POR,3300,5.5,0.7,3,10,2025-11-08T12:00:00+00:00
Pascal Siakam,IND,3000,2.2,0.4,3,11,2025-11-08T12:00:00+00:00
VJ Edgecombe,PHI,2800,2.4,0.8,5,12,2025-11-08T12:00:00+00:00
Alexandre Sarr,WAS,2300,3.5,0.7,4,13,2025-11-08T12:00:00+00:00
Dyson Daniels,ATL,2000,4.0,1.4,5,14,2025-11-08T12:00:00+00:00
Evan Mobley,CLE,2000,4.7,0.5,3,15,2025-11-08T12:00:00+00:00
Ivica Zubac,LAC,1900,4.2,1.0,5,16,2025-11-08T12:00:00+00:00
Scottie Barnes,TOR,1900,4.0,0.4,4,17,2025-11-08T12:00:00+00:00
