player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Nikola Jokic,DEN,11700,6.1,0.0,1,1,2025-12-03T00:00:00+00:00
Cade Cunningham,DET,7500,3.0,0.1,2,2,2025-12-03T00:00:00+00:00
Giannis Antetokounmpo,MIL,7200,0.4,0.0,2,3,2025-12-03T00:00:00+00:00
Donovan Mitchell,CLE,4400,4.3,0.1,3,4,2025-12-03T00:00:00+00:00
James Harden,LAC,3900,4.9,0.2,2,5,2025-12-03T00:00:00+00:00
Alperen Sengun,HOU,3800,4.1,0.3,3,6,2025-12-03T00:00:00+00:00
Jalen Johnson,ATL,3600,0.0,0.3,2,7,2025-12-03T00:00:00+00:00
Josh Giddey,CHI,3500,4.5,0.3,2,8,2025-12-03T00:00:00+00:00
Cooper Flagg,DAL,3300,3.2,1.1,5,9,2025-12-03T00:00:00+00:00
Jalen Brunson,NYK,3300,3.6,0.3,3,10,2025-12-03T00:00:00+00:00
Desmond Bane,MEM,3000,2.2,0.9,2,11,2025-12-03T00:00:00+00:00
Karl-Anthony Towns,NYK,2700,6.1,0.5,3,12,2025-12-03T00:00:00+00:00
Deni Avdija,POR,2300,4.2,0.4,3,13,2025-12-03T00:00:00+00:00
Kon Knueppel,BKN,2300,1.8,1.1,5,14,2025-12-03T00:00:00+00:00
