player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Luka Doncic,LAL,13200,6.2,0,1,1,2025-11-15T12:00:00+00:00
Giannis Antetokounmpo,MIL,12700,4.2,0,1,2,2025-11-15T12:00:00+00:00
Shai Gilgeous-Alexander,OKC,11700,5.4,0,1,3,2025-11-15T12:00:00+00:00
Nikola Jokic,DEN,7300,5.2,0,1,4,2025-11-15T12:00:00+00:00
Anthony Edwards,MIN,5800,4.1,0.4,5,5,2025-11-15T12:00:00+00:00
Donovan Mitchell,CLE,4500,4,0.1,5,6,2025-11-15T12:00:00+00:00
Kon Knueppel,CHA,4200,1,1.2,5,7,2025-11-15T12:00:00+00:00
Scottie Barnes,TOR,4100,3.4,0.4,3,8,2025-11-15T12:00:00+00:00
Austin Reaves,LAL,3600,4.6,0.2,2,9,2025-11-15T12:00:00+00:00
Jamal Murray,DEN,2800,4.7,0.5,2,10,2025-11-15T12:00:00+00:00
Pascal Siakam,IND,2800,5.2,0.5,5,11,2025-11-15T12:00:00+00:00
Ryan Rollins,MIL,2400,1.1,0.7,3,12,2025-11-15T12:00:00+00:00
Julius Randle,MIN,2400,4.3,0.2,4,13,2025-11-15T12:00:00+00:00
Brandon Ingram,TOR,2300,2.7,0.8,4,14,2025-11-15T12:00:00+00:00
