player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Luka Doncic,LAL,12900,4.6,0.0,1,1,2025-12-01T00:00:00+00:00
Nikola Jokic,DEN,11600,7.1,0.0,1,2,2025-12-01T00:00:00+00:00
Giannis Antetokounmpo,MIL,7200,3.7,0.0,3,3,2025-12-01T00:00:00+00:00
Cade Cunningham,DET,6000,4.0,0.1,4,4,2025-12-01T00:00:00+00:00
Austin Reaves,LAL,4800,1.3,0.2,2,5,2025-12-01T00:00:00+00:00
Jalen Johnson,ATL,3900,5.3,0.3,2,6,2025-12-01T00:00:00+00:00
Devin Booker,PHX,3700,1.4,0.5,3,7,2025-12-01T00:00:00+00:00
James Harden,LAC,3500,0.6,0.1,4,8,2025-12-01T00:00:00+00:00
Donovan Mitchell,CLE,3200,6.8,0.2,4,9,2025-12-01T00:00:00+00:00
Cooper Flagg,DAL,3200,3.4,1.1,5,10,2025-12-01T00:00:00+00:00
Kon Knueppel,CHA,2900,2.3,1.1,5,11,2025-12-01T00:00:00+00:00
Alperen Sengun,HOU,2900,7.1,0.3,2,12,2025-12-01T00:00:00+00:00
Josh Giddey,CHI,2700,3.7,0.3,2,13,2025-12-01T00:00:00+00:00
Lauri Markkanen,UTA,2600,3.7,0.4,3,14,2025-12-01T00:00:00+00:00
